iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
02/04/2022,F,0-9,ASINTOMATICO,61535
02/04/2022,F,0-9,CRITICO,6
02/04/2022,F,0-9,LIEVE,9191
02/04/2022,F,0-9,PAUCI-SINTOMATICO,14573
02/04/2022,F,0-9,SEVERO,114
02/04/2022,F,10-19,ASINTOMATICO,83730
02/04/2022,F,10-19,CRITICO,7
02/04/2022,F,10-19,LIEVE,10479
02/04/2022,F,10-19,PAUCI-SINTOMATICO,18983
02/04/2022,F,10-19,SEVERO,80
02/04/2022,F,20-29,ASINTOMATICO,72074
02/04/2022,F,20-29,CRITICO,9
02/04/2022,F,20-29,LIEVE,9028
02/04/2022,F,20-29,PAUCI-SINTOMATICO,16893
02/04/2022,F,20-29,SEVERO,167
02/04/2022,F,30-39,ASINTOMATICO,88653
02/04/2022,F,30-39,CRITICO,14
02/04/2022,F,30-39,LIEVE,12482
02/04/2022,F,30-39,PAUCI-SINTOMATICO,21800
02/04/2022,F,30-39,SEVERO,255
02/04/2022,F,40-49,ASINTOMATICO,102456
02/04/2022,F,40-49,CRITICO,37
02/04/2022,F,40-49,LIEVE,15194
02/04/2022,F,40-49,PAUCI-SINTOMATICO,26170
02/04/2022,F,40-49,SEVERO,237
02/04/2022,F,50-59,ASINTOMATICO,95564
02/04/2022,F,50-59,CRITICO,62
02/04/2022,F,50-59,LIEVE,13904
02/04/2022,F,50-59,PAUCI-SINTOMATICO,22909
02/04/2022,F,50-59,SEVERO,353
02/04/2022,F,60-69,ASINTOMATICO,59657
02/04/2022,F,60-69,CRITICO,120
02/04/2022,F,60-69,LIEVE,8026
02/04/2022,F,60-69,PAUCI-SINTOMATICO,13351
02/04/2022,F,60-69,SEVERO,495
02/04/2022,F,70-79,ASINTOMATICO,38184
02/04/2022,F,70-79,CRITICO,109
02/04/2022,F,70-79,LIEVE,5528
02/04/2022,F,70-79,PAUCI-SINTOMATICO,8432
02/04/2022,F,70-79,SEVERO,847
02/04/2022,F,80-89,ASINTOMATICO,25847
02/04/2022,F,80-89,CRITICO,90
02/04/2022,F,80-89,LIEVE,4184
02/04/2022,F,80-89,PAUCI-SINTOMATICO,5788
02/04/2022,F,80-89,SEVERO,1271
02/04/2022,F,>90,ASINTOMATICO,9807
02/04/2022,F,>90,CRITICO,23
02/04/2022,F,>90,LIEVE,1490
02/04/2022,F,>90,PAUCI-SINTOMATICO,2037
02/04/2022,F,>90,SEVERO,557
02/04/2022,F,Non noto,ASINTOMATICO,28
02/04/2022,F,Non noto,PAUCI-SINTOMATICO,<5
02/04/2022,M,0-9,ASINTOMATICO,66218
02/04/2022,M,0-9,CRITICO,8
02/04/2022,M,0-9,LIEVE,9848
02/04/2022,M,0-9,PAUCI-SINTOMATICO,15276
02/04/2022,M,0-9,SEVERO,183
02/04/2022,M,10-19,ASINTOMATICO,83334
02/04/2022,M,10-19,CRITICO,9
02/04/2022,M,10-19,LIEVE,9878
02/04/2022,M,10-19,PAUCI-SINTOMATICO,17757
02/04/2022,M,10-19,SEVERO,77
02/04/2022,M,20-29,ASINTOMATICO,64955
02/04/2022,M,20-29,CRITICO,14
02/04/2022,M,20-29,LIEVE,7351
02/04/2022,M,20-29,PAUCI-SINTOMATICO,13989
02/04/2022,M,20-29,SEVERO,72
02/04/2022,M,30-39,ASINTOMATICO,72906
02/04/2022,M,30-39,CRITICO,24
02/04/2022,M,30-39,LIEVE,9069
02/04/2022,M,30-39,PAUCI-SINTOMATICO,15736
02/04/2022,M,30-39,SEVERO,118
02/04/2022,M,40-49,ASINTOMATICO,84747
02/04/2022,M,40-49,CRITICO,52
02/04/2022,M,40-49,LIEVE,10916
02/04/2022,M,40-49,PAUCI-SINTOMATICO,18600
02/04/2022,M,40-49,SEVERO,271
02/04/2022,M,50-59,ASINTOMATICO,83997
02/04/2022,M,50-59,CRITICO,129
02/04/2022,M,50-59,LIEVE,10523
02/04/2022,M,50-59,PAUCI-SINTOMATICO,17899
02/04/2022,M,50-59,SEVERO,533
02/04/2022,M,60-69,ASINTOMATICO,54088
02/04/2022,M,60-69,CRITICO,202
02/04/2022,M,60-69,LIEVE,6766
02/04/2022,M,60-69,PAUCI-SINTOMATICO,10884
02/04/2022,M,60-69,SEVERO,752
02/04/2022,M,70-79,ASINTOMATICO,35732
02/04/2022,M,70-79,CRITICO,218
02/04/2022,M,70-79,LIEVE,5162
02/04/2022,M,70-79,PAUCI-SINTOMATICO,7432
02/04/2022,M,70-79,SEVERO,1052
02/04/2022,M,80-89,ASINTOMATICO,19117
02/04/2022,M,80-89,CRITICO,117
02/04/2022,M,80-89,LIEVE,3321
02/04/2022,M,80-89,PAUCI-SINTOMATICO,4191
02/04/2022,M,80-89,SEVERO,1253
02/04/2022,M,>90,ASINTOMATICO,3735
02/04/2022,M,>90,CRITICO,28
02/04/2022,M,>90,LIEVE,720
02/04/2022,M,>90,PAUCI-SINTOMATICO,781
02/04/2022,M,>90,SEVERO,350
02/04/2022,M,Non noto,ASINTOMATICO,31
02/04/2022,M,Non noto,LIEVE,<5
