iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
04/12/2021,F,0-9,ASINTOMATICO,8617
04/12/2021,F,0-9,CRITICO,<5
04/12/2021,F,0-9,LIEVE,2834
04/12/2021,F,0-9,PAUCI-SINTOMATICO,3252
04/12/2021,F,0-9,SEVERO,28
04/12/2021,F,10-19,ASINTOMATICO,10540
04/12/2021,F,10-19,LIEVE,4091
04/12/2021,F,10-19,PAUCI-SINTOMATICO,4675
04/12/2021,F,10-19,SEVERO,24
04/12/2021,F,20-29,ASINTOMATICO,7880
04/12/2021,F,20-29,CRITICO,<5
04/12/2021,F,20-29,LIEVE,3726
04/12/2021,F,20-29,PAUCI-SINTOMATICO,4212
04/12/2021,F,20-29,SEVERO,65
04/12/2021,F,30-39,ASINTOMATICO,9304
04/12/2021,F,30-39,CRITICO,13
04/12/2021,F,30-39,LIEVE,5211
04/12/2021,F,30-39,PAUCI-SINTOMATICO,5509
04/12/2021,F,30-39,SEVERO,121
04/12/2021,F,40-49,ASINTOMATICO,12055
04/12/2021,F,40-49,CRITICO,32
04/12/2021,F,40-49,LIEVE,7218
04/12/2021,F,40-49,PAUCI-SINTOMATICO,7141
04/12/2021,F,40-49,SEVERO,178
04/12/2021,F,50-59,ASINTOMATICO,11110
04/12/2021,F,50-59,CRITICO,74
04/12/2021,F,50-59,LIEVE,6158
04/12/2021,F,50-59,PAUCI-SINTOMATICO,5821
04/12/2021,F,50-59,SEVERO,341
04/12/2021,F,60-69,ASINTOMATICO,7165
04/12/2021,F,60-69,CRITICO,125
04/12/2021,F,60-69,LIEVE,3975
04/12/2021,F,60-69,PAUCI-SINTOMATICO,3738
04/12/2021,F,60-69,SEVERO,453
04/12/2021,F,70-79,ASINTOMATICO,5514
04/12/2021,F,70-79,CRITICO,136
04/12/2021,F,70-79,LIEVE,2759
04/12/2021,F,70-79,PAUCI-SINTOMATICO,2534
04/12/2021,F,70-79,SEVERO,636
04/12/2021,F,80-89,ASINTOMATICO,4550
04/12/2021,F,80-89,CRITICO,63
04/12/2021,F,80-89,LIEVE,1544
04/12/2021,F,80-89,PAUCI-SINTOMATICO,1361
04/12/2021,F,80-89,SEVERO,748
04/12/2021,F,>90,ASINTOMATICO,2061
04/12/2021,F,>90,CRITICO,15
04/12/2021,F,>90,LIEVE,526
04/12/2021,F,>90,PAUCI-SINTOMATICO,491
04/12/2021,F,>90,SEVERO,277
04/12/2021,F,Non noto,PAUCI-SINTOMATICO,<5
04/12/2021,M,0-9,ASINTOMATICO,9212
04/12/2021,M,0-9,CRITICO,<5
04/12/2021,M,0-9,LIEVE,2980
04/12/2021,M,0-9,PAUCI-SINTOMATICO,3333
04/12/2021,M,0-9,SEVERO,48
04/12/2021,M,10-19,ASINTOMATICO,11596
04/12/2021,M,10-19,CRITICO,<5
04/12/2021,M,10-19,LIEVE,4286
04/12/2021,M,10-19,PAUCI-SINTOMATICO,4791
04/12/2021,M,10-19,SEVERO,38
04/12/2021,M,20-29,ASINTOMATICO,8714
04/12/2021,M,20-29,CRITICO,5
04/12/2021,M,20-29,LIEVE,3717
04/12/2021,M,20-29,PAUCI-SINTOMATICO,3908
04/12/2021,M,20-29,SEVERO,68
04/12/2021,M,30-39,ASINTOMATICO,8790
04/12/2021,M,30-39,CRITICO,25
04/12/2021,M,30-39,LIEVE,3984
04/12/2021,M,30-39,PAUCI-SINTOMATICO,4223
04/12/2021,M,30-39,SEVERO,124
04/12/2021,M,40-49,ASINTOMATICO,11185
04/12/2021,M,40-49,CRITICO,71
04/12/2021,M,40-49,LIEVE,5710
04/12/2021,M,40-49,PAUCI-SINTOMATICO,5625
04/12/2021,M,40-49,SEVERO,319
04/12/2021,M,50-59,ASINTOMATICO,10914
04/12/2021,M,50-59,CRITICO,184
04/12/2021,M,50-59,LIEVE,5462
04/12/2021,M,50-59,PAUCI-SINTOMATICO,5142
04/12/2021,M,50-59,SEVERO,571
04/12/2021,M,60-69,ASINTOMATICO,7426
04/12/2021,M,60-69,CRITICO,236
04/12/2021,M,60-69,LIEVE,3685
04/12/2021,M,60-69,PAUCI-SINTOMATICO,3277
04/12/2021,M,60-69,SEVERO,657
04/12/2021,M,70-79,ASINTOMATICO,5537
04/12/2021,M,70-79,CRITICO,240
04/12/2021,M,70-79,LIEVE,2757
04/12/2021,M,70-79,PAUCI-SINTOMATICO,2185
04/12/2021,M,70-79,SEVERO,942
04/12/2021,M,80-89,ASINTOMATICO,3003
04/12/2021,M,80-89,CRITICO,100
04/12/2021,M,80-89,LIEVE,1255
04/12/2021,M,80-89,PAUCI-SINTOMATICO,981
04/12/2021,M,80-89,SEVERO,730
04/12/2021,M,>90,ASINTOMATICO,637
04/12/2021,M,>90,CRITICO,12
04/12/2021,M,>90,LIEVE,238
04/12/2021,M,>90,PAUCI-SINTOMATICO,174
04/12/2021,M,>90,SEVERO,164
04/12/2021,M,Non noto,ASINTOMATICO,6
