iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
12/05/2021,F,0-9,ASINTOMATICO,15083
12/05/2021,F,0-9,CRITICO,<5
12/05/2021,F,0-9,LIEVE,2389
12/05/2021,F,0-9,PAUCI-SINTOMATICO,2577
12/05/2021,F,0-9,SEVERO,70
12/05/2021,F,10-19,ASINTOMATICO,21227
12/05/2021,F,10-19,CRITICO,7
12/05/2021,F,10-19,LIEVE,4343
12/05/2021,F,10-19,PAUCI-SINTOMATICO,4902
12/05/2021,F,10-19,SEVERO,69
12/05/2021,F,20-29,ASINTOMATICO,24377
12/05/2021,F,20-29,CRITICO,11
12/05/2021,F,20-29,LIEVE,5389
12/05/2021,F,20-29,PAUCI-SINTOMATICO,5798
12/05/2021,F,20-29,SEVERO,278
12/05/2021,F,30-39,ASINTOMATICO,25645
12/05/2021,F,30-39,CRITICO,37
12/05/2021,F,30-39,LIEVE,6663
12/05/2021,F,30-39,PAUCI-SINTOMATICO,7289
12/05/2021,F,30-39,SEVERO,540
12/05/2021,F,40-49,ASINTOMATICO,30385
12/05/2021,F,40-49,CRITICO,70
12/05/2021,F,40-49,LIEVE,8731
12/05/2021,F,40-49,PAUCI-SINTOMATICO,8942
12/05/2021,F,40-49,SEVERO,683
12/05/2021,F,50-59,ASINTOMATICO,31188
12/05/2021,F,50-59,CRITICO,188
12/05/2021,F,50-59,LIEVE,8808
12/05/2021,F,50-59,PAUCI-SINTOMATICO,8732
12/05/2021,F,50-59,SEVERO,1165
12/05/2021,F,60-69,ASINTOMATICO,20274
12/05/2021,F,60-69,CRITICO,347
12/05/2021,F,60-69,LIEVE,5761
12/05/2021,F,60-69,PAUCI-SINTOMATICO,5702
12/05/2021,F,60-69,SEVERO,1681
12/05/2021,F,70-79,ASINTOMATICO,14064
12/05/2021,F,70-79,CRITICO,377
12/05/2021,F,70-79,LIEVE,4221
12/05/2021,F,70-79,PAUCI-SINTOMATICO,3732
12/05/2021,F,70-79,SEVERO,2302
12/05/2021,F,80-89,ASINTOMATICO,10064
12/05/2021,F,80-89,CRITICO,131
12/05/2021,F,80-89,LIEVE,2472
12/05/2021,F,80-89,PAUCI-SINTOMATICO,2068
12/05/2021,F,80-89,SEVERO,2369
12/05/2021,F,>90,ASINTOMATICO,3616
12/05/2021,F,>90,CRITICO,27
12/05/2021,F,>90,LIEVE,838
12/05/2021,F,>90,PAUCI-SINTOMATICO,701
12/05/2021,F,>90,SEVERO,716
12/05/2021,F,Non noto,ASINTOMATICO,21
12/05/2021,F,Non noto,PAUCI-SINTOMATICO,<5
12/05/2021,F,Non noto,SEVERO,<5
12/05/2021,M,0-9,ASINTOMATICO,15971
12/05/2021,M,0-9,CRITICO,6
12/05/2021,M,0-9,LIEVE,2552
12/05/2021,M,0-9,PAUCI-SINTOMATICO,2730
12/05/2021,M,0-9,SEVERO,77
12/05/2021,M,10-19,ASINTOMATICO,23344
12/05/2021,M,10-19,CRITICO,13
12/05/2021,M,10-19,LIEVE,4456
12/05/2021,M,10-19,PAUCI-SINTOMATICO,4775
12/05/2021,M,10-19,SEVERO,115
12/05/2021,M,20-29,ASINTOMATICO,25312
12/05/2021,M,20-29,CRITICO,22
12/05/2021,M,20-29,LIEVE,5522
12/05/2021,M,20-29,PAUCI-SINTOMATICO,5405
12/05/2021,M,20-29,SEVERO,250
12/05/2021,M,30-39,ASINTOMATICO,25344
12/05/2021,M,30-39,CRITICO,55
12/05/2021,M,30-39,LIEVE,5915
12/05/2021,M,30-39,PAUCI-SINTOMATICO,6025
12/05/2021,M,30-39,SEVERO,516
12/05/2021,M,40-49,ASINTOMATICO,29132
12/05/2021,M,40-49,CRITICO,191
12/05/2021,M,40-49,LIEVE,7894
12/05/2021,M,40-49,PAUCI-SINTOMATICO,7484
12/05/2021,M,40-49,SEVERO,1162
12/05/2021,M,50-59,ASINTOMATICO,30682
12/05/2021,M,50-59,CRITICO,478
12/05/2021,M,50-59,LIEVE,8549
12/05/2021,M,50-59,PAUCI-SINTOMATICO,8060
12/05/2021,M,50-59,SEVERO,2163
12/05/2021,M,60-69,ASINTOMATICO,21288
12/05/2021,M,60-69,CRITICO,771
12/05/2021,M,60-69,LIEVE,5903
12/05/2021,M,60-69,PAUCI-SINTOMATICO,5256
12/05/2021,M,60-69,SEVERO,2705
12/05/2021,M,70-79,ASINTOMATICO,13100
12/05/2021,M,70-79,CRITICO,691
12/05/2021,M,70-79,LIEVE,3993
12/05/2021,M,70-79,PAUCI-SINTOMATICO,3271
12/05/2021,M,70-79,SEVERO,3035
12/05/2021,M,80-89,ASINTOMATICO,6177
12/05/2021,M,80-89,CRITICO,139
12/05/2021,M,80-89,LIEVE,1749
12/05/2021,M,80-89,PAUCI-SINTOMATICO,1287
12/05/2021,M,80-89,SEVERO,2014
12/05/2021,M,>90,ASINTOMATICO,1179
12/05/2021,M,>90,CRITICO,17
12/05/2021,M,>90,LIEVE,322
12/05/2021,M,>90,PAUCI-SINTOMATICO,242
12/05/2021,M,>90,SEVERO,376
12/05/2021,M,Non noto,ASINTOMATICO,19
12/05/2021,M,Non noto,LIEVE,5
12/05/2021,M,Non noto,PAUCI-SINTOMATICO,<5
