iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
30/01/2022,F,0-9,ASINTOMATICO,92794
30/01/2022,F,0-9,CRITICO,5
30/01/2022,F,0-9,LIEVE,22651
30/01/2022,F,0-9,PAUCI-SINTOMATICO,19543
30/01/2022,F,0-9,SEVERO,237
30/01/2022,F,10-19,ASINTOMATICO,121735
30/01/2022,F,10-19,CRITICO,7
30/01/2022,F,10-19,LIEVE,23809
30/01/2022,F,10-19,PAUCI-SINTOMATICO,24901
30/01/2022,F,10-19,SEVERO,141
30/01/2022,F,20-29,ASINTOMATICO,108407
30/01/2022,F,20-29,CRITICO,15
30/01/2022,F,20-29,LIEVE,21744
30/01/2022,F,20-29,PAUCI-SINTOMATICO,23013
30/01/2022,F,20-29,SEVERO,340
30/01/2022,F,30-39,ASINTOMATICO,123162
30/01/2022,F,30-39,CRITICO,19
30/01/2022,F,30-39,LIEVE,29470
30/01/2022,F,30-39,PAUCI-SINTOMATICO,30594
30/01/2022,F,30-39,SEVERO,502
30/01/2022,F,40-49,ASINTOMATICO,142915
30/01/2022,F,40-49,CRITICO,57
30/01/2022,F,40-49,LIEVE,34608
30/01/2022,F,40-49,PAUCI-SINTOMATICO,34946
30/01/2022,F,40-49,SEVERO,438
30/01/2022,F,50-59,ASINTOMATICO,118514
30/01/2022,F,50-59,CRITICO,140
30/01/2022,F,50-59,LIEVE,26309
30/01/2022,F,50-59,PAUCI-SINTOMATICO,26691
30/01/2022,F,50-59,SEVERO,579
30/01/2022,F,60-69,ASINTOMATICO,65362
30/01/2022,F,60-69,CRITICO,216
30/01/2022,F,60-69,LIEVE,13007
30/01/2022,F,60-69,PAUCI-SINTOMATICO,13578
30/01/2022,F,60-69,SEVERO,799
30/01/2022,F,70-79,ASINTOMATICO,39023
30/01/2022,F,70-79,CRITICO,220
30/01/2022,F,70-79,LIEVE,7615
30/01/2022,F,70-79,PAUCI-SINTOMATICO,7718
30/01/2022,F,70-79,SEVERO,1311
30/01/2022,F,80-89,ASINTOMATICO,25065
30/01/2022,F,80-89,CRITICO,136
30/01/2022,F,80-89,LIEVE,4514
30/01/2022,F,80-89,PAUCI-SINTOMATICO,4676
30/01/2022,F,80-89,SEVERO,1757
30/01/2022,F,>90,ASINTOMATICO,9216
30/01/2022,F,>90,CRITICO,35
30/01/2022,F,>90,LIEVE,1497
30/01/2022,F,>90,PAUCI-SINTOMATICO,1610
30/01/2022,F,>90,SEVERO,699
30/01/2022,F,Non noto,ASINTOMATICO,33
30/01/2022,F,Non noto,LIEVE,7
30/01/2022,F,Non noto,PAUCI-SINTOMATICO,27
30/01/2022,M,0-9,ASINTOMATICO,101306
30/01/2022,M,0-9,CRITICO,10
30/01/2022,M,0-9,LIEVE,24351
30/01/2022,M,0-9,PAUCI-SINTOMATICO,20403
30/01/2022,M,0-9,SEVERO,330
30/01/2022,M,10-19,ASINTOMATICO,127715
30/01/2022,M,10-19,CRITICO,11
30/01/2022,M,10-19,LIEVE,24080
30/01/2022,M,10-19,PAUCI-SINTOMATICO,24043
30/01/2022,M,10-19,SEVERO,139
30/01/2022,M,20-29,ASINTOMATICO,108479
30/01/2022,M,20-29,CRITICO,16
30/01/2022,M,20-29,LIEVE,19030
30/01/2022,M,20-29,PAUCI-SINTOMATICO,19222
30/01/2022,M,20-29,SEVERO,176
30/01/2022,M,30-39,ASINTOMATICO,109215
30/01/2022,M,30-39,CRITICO,30
30/01/2022,M,30-39,LIEVE,22011
30/01/2022,M,30-39,PAUCI-SINTOMATICO,21649
30/01/2022,M,30-39,SEVERO,242
30/01/2022,M,40-49,ASINTOMATICO,125139
30/01/2022,M,40-49,CRITICO,105
30/01/2022,M,40-49,LIEVE,26838
30/01/2022,M,40-49,PAUCI-SINTOMATICO,25543
30/01/2022,M,40-49,SEVERO,528
30/01/2022,M,50-59,ASINTOMATICO,111034
30/01/2022,M,50-59,CRITICO,284
30/01/2022,M,50-59,LIEVE,21997
30/01/2022,M,50-59,PAUCI-SINTOMATICO,22179
30/01/2022,M,50-59,SEVERO,980
30/01/2022,M,60-69,ASINTOMATICO,61309
30/01/2022,M,60-69,CRITICO,409
30/01/2022,M,60-69,LIEVE,11507
30/01/2022,M,60-69,PAUCI-SINTOMATICO,11651
30/01/2022,M,60-69,SEVERO,1336
30/01/2022,M,70-79,ASINTOMATICO,36011
30/01/2022,M,70-79,CRITICO,419
30/01/2022,M,70-79,LIEVE,6921
30/01/2022,M,70-79,PAUCI-SINTOMATICO,6609
30/01/2022,M,70-79,SEVERO,1843
30/01/2022,M,80-89,ASINTOMATICO,17508
30/01/2022,M,80-89,CRITICO,149
30/01/2022,M,80-89,LIEVE,3547
30/01/2022,M,80-89,PAUCI-SINTOMATICO,3222
30/01/2022,M,80-89,SEVERO,1646
30/01/2022,M,>90,ASINTOMATICO,3335
30/01/2022,M,>90,CRITICO,31
30/01/2022,M,>90,LIEVE,675
30/01/2022,M,>90,PAUCI-SINTOMATICO,636
30/01/2022,M,>90,SEVERO,402
30/01/2022,M,Non noto,ASINTOMATICO,52
30/01/2022,M,Non noto,LIEVE,6
30/01/2022,M,Non noto,PAUCI-SINTOMATICO,15
30/01/2022,M,Non noto,SEVERO,<5
