iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
29/05/2021,F,0-9,ASINTOMATICO,8677
29/05/2021,F,0-9,CRITICO,5
29/05/2021,F,0-9,LIEVE,1467
29/05/2021,F,0-9,PAUCI-SINTOMATICO,1609
29/05/2021,F,0-9,SEVERO,58
29/05/2021,F,10-19,ASINTOMATICO,12915
29/05/2021,F,10-19,CRITICO,<5
29/05/2021,F,10-19,LIEVE,2989
29/05/2021,F,10-19,PAUCI-SINTOMATICO,3260
29/05/2021,F,10-19,SEVERO,65
29/05/2021,F,20-29,ASINTOMATICO,14629
29/05/2021,F,20-29,CRITICO,11
29/05/2021,F,20-29,LIEVE,3623
29/05/2021,F,20-29,PAUCI-SINTOMATICO,3811
29/05/2021,F,20-29,SEVERO,261
29/05/2021,F,30-39,ASINTOMATICO,15384
29/05/2021,F,30-39,CRITICO,24
29/05/2021,F,30-39,LIEVE,4463
29/05/2021,F,30-39,PAUCI-SINTOMATICO,4647
29/05/2021,F,30-39,SEVERO,482
29/05/2021,F,40-49,ASINTOMATICO,18936
29/05/2021,F,40-49,CRITICO,53
29/05/2021,F,40-49,LIEVE,6286
29/05/2021,F,40-49,PAUCI-SINTOMATICO,6196
29/05/2021,F,40-49,SEVERO,569
29/05/2021,F,50-59,ASINTOMATICO,19405
29/05/2021,F,50-59,CRITICO,137
29/05/2021,F,50-59,LIEVE,6412
29/05/2021,F,50-59,PAUCI-SINTOMATICO,6174
29/05/2021,F,50-59,SEVERO,984
29/05/2021,F,60-69,ASINTOMATICO,12298
29/05/2021,F,60-69,CRITICO,249
29/05/2021,F,60-69,LIEVE,3887
29/05/2021,F,60-69,PAUCI-SINTOMATICO,3897
29/05/2021,F,60-69,SEVERO,1268
29/05/2021,F,70-79,ASINTOMATICO,8725
29/05/2021,F,70-79,CRITICO,235
29/05/2021,F,70-79,LIEVE,2826
29/05/2021,F,70-79,PAUCI-SINTOMATICO,2512
29/05/2021,F,70-79,SEVERO,1821
29/05/2021,F,80-89,ASINTOMATICO,6807
29/05/2021,F,80-89,CRITICO,91
29/05/2021,F,80-89,LIEVE,1770
29/05/2021,F,80-89,PAUCI-SINTOMATICO,1407
29/05/2021,F,80-89,SEVERO,1920
29/05/2021,F,>90,ASINTOMATICO,2757
29/05/2021,F,>90,CRITICO,21
29/05/2021,F,>90,LIEVE,648
29/05/2021,F,>90,PAUCI-SINTOMATICO,528
29/05/2021,F,>90,SEVERO,580
29/05/2021,F,Non noto,ASINTOMATICO,19
29/05/2021,F,Non noto,PAUCI-SINTOMATICO,<5
29/05/2021,F,Non noto,SEVERO,<5
29/05/2021,M,0-9,ASINTOMATICO,9402
29/05/2021,M,0-9,CRITICO,<5
29/05/2021,M,0-9,LIEVE,1629
29/05/2021,M,0-9,PAUCI-SINTOMATICO,1581
29/05/2021,M,0-9,SEVERO,73
29/05/2021,M,10-19,ASINTOMATICO,14380
29/05/2021,M,10-19,CRITICO,9
29/05/2021,M,10-19,LIEVE,3164
29/05/2021,M,10-19,PAUCI-SINTOMATICO,3094
29/05/2021,M,10-19,SEVERO,109
29/05/2021,M,20-29,ASINTOMATICO,15803
29/05/2021,M,20-29,CRITICO,14
29/05/2021,M,20-29,LIEVE,3733
29/05/2021,M,20-29,PAUCI-SINTOMATICO,3727
29/05/2021,M,20-29,SEVERO,210
29/05/2021,M,30-39,ASINTOMATICO,15714
29/05/2021,M,30-39,CRITICO,45
29/05/2021,M,30-39,LIEVE,3931
29/05/2021,M,30-39,PAUCI-SINTOMATICO,4048
29/05/2021,M,30-39,SEVERO,436
29/05/2021,M,40-49,ASINTOMATICO,18332
29/05/2021,M,40-49,CRITICO,156
29/05/2021,M,40-49,LIEVE,5641
29/05/2021,M,40-49,PAUCI-SINTOMATICO,5183
29/05/2021,M,40-49,SEVERO,968
29/05/2021,M,50-59,ASINTOMATICO,19391
29/05/2021,M,50-59,CRITICO,374
29/05/2021,M,50-59,LIEVE,6100
29/05/2021,M,50-59,PAUCI-SINTOMATICO,5745
29/05/2021,M,50-59,SEVERO,1782
29/05/2021,M,60-69,ASINTOMATICO,13287
29/05/2021,M,60-69,CRITICO,584
29/05/2021,M,60-69,LIEVE,4006
29/05/2021,M,60-69,PAUCI-SINTOMATICO,3498
29/05/2021,M,60-69,SEVERO,2126
29/05/2021,M,70-79,ASINTOMATICO,8313
29/05/2021,M,70-79,CRITICO,512
29/05/2021,M,70-79,LIEVE,2729
29/05/2021,M,70-79,PAUCI-SINTOMATICO,2246
29/05/2021,M,70-79,SEVERO,2384
29/05/2021,M,80-89,ASINTOMATICO,4222
29/05/2021,M,80-89,CRITICO,93
29/05/2021,M,80-89,LIEVE,1305
29/05/2021,M,80-89,PAUCI-SINTOMATICO,906
29/05/2021,M,80-89,SEVERO,1667
29/05/2021,M,>90,ASINTOMATICO,910
29/05/2021,M,>90,CRITICO,12
29/05/2021,M,>90,LIEVE,235
29/05/2021,M,>90,PAUCI-SINTOMATICO,178
29/05/2021,M,>90,SEVERO,287
29/05/2021,M,Non noto,ASINTOMATICO,16
29/05/2021,M,Non noto,LIEVE,<5
29/05/2021,M,Non noto,PAUCI-SINTOMATICO,<5
