iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
23/03/2022,F,0-9,ASINTOMATICO,62658
23/03/2022,F,0-9,CRITICO,<5
23/03/2022,F,0-9,LIEVE,8966
23/03/2022,F,0-9,PAUCI-SINTOMATICO,14552
23/03/2022,F,0-9,SEVERO,119
23/03/2022,F,10-19,ASINTOMATICO,85641
23/03/2022,F,10-19,CRITICO,9
23/03/2022,F,10-19,LIEVE,10674
23/03/2022,F,10-19,PAUCI-SINTOMATICO,19780
23/03/2022,F,10-19,SEVERO,79
23/03/2022,F,20-29,ASINTOMATICO,71793
23/03/2022,F,20-29,CRITICO,12
23/03/2022,F,20-29,LIEVE,8994
23/03/2022,F,20-29,PAUCI-SINTOMATICO,17524
23/03/2022,F,20-29,SEVERO,157
23/03/2022,F,30-39,ASINTOMATICO,86741
23/03/2022,F,30-39,CRITICO,14
23/03/2022,F,30-39,LIEVE,11838
23/03/2022,F,30-39,PAUCI-SINTOMATICO,21961
23/03/2022,F,30-39,SEVERO,261
23/03/2022,F,40-49,ASINTOMATICO,108626
23/03/2022,F,40-49,CRITICO,38
23/03/2022,F,40-49,LIEVE,15214
23/03/2022,F,40-49,PAUCI-SINTOMATICO,26379
23/03/2022,F,40-49,SEVERO,262
23/03/2022,F,50-59,ASINTOMATICO,91281
23/03/2022,F,50-59,CRITICO,68
23/03/2022,F,50-59,LIEVE,13065
23/03/2022,F,50-59,PAUCI-SINTOMATICO,22400
23/03/2022,F,50-59,SEVERO,343
23/03/2022,F,60-69,ASINTOMATICO,54548
23/03/2022,F,60-69,CRITICO,112
23/03/2022,F,60-69,LIEVE,7369
23/03/2022,F,60-69,PAUCI-SINTOMATICO,12519
23/03/2022,F,60-69,SEVERO,486
23/03/2022,F,70-79,ASINTOMATICO,34144
23/03/2022,F,70-79,CRITICO,108
23/03/2022,F,70-79,LIEVE,5082
23/03/2022,F,70-79,PAUCI-SINTOMATICO,7619
23/03/2022,F,70-79,SEVERO,796
23/03/2022,F,80-89,ASINTOMATICO,23290
23/03/2022,F,80-89,CRITICO,92
23/03/2022,F,80-89,LIEVE,3755
23/03/2022,F,80-89,PAUCI-SINTOMATICO,4969
23/03/2022,F,80-89,SEVERO,1197
23/03/2022,F,>90,ASINTOMATICO,9065
23/03/2022,F,>90,CRITICO,25
23/03/2022,F,>90,LIEVE,1311
23/03/2022,F,>90,PAUCI-SINTOMATICO,1764
23/03/2022,F,>90,SEVERO,526
23/03/2022,F,Non noto,ASINTOMATICO,21
23/03/2022,F,Non noto,PAUCI-SINTOMATICO,<5
23/03/2022,M,0-9,ASINTOMATICO,67591
23/03/2022,M,0-9,CRITICO,9
23/03/2022,M,0-9,LIEVE,9470
23/03/2022,M,0-9,PAUCI-SINTOMATICO,15165
23/03/2022,M,0-9,SEVERO,203
23/03/2022,M,10-19,ASINTOMATICO,85899
23/03/2022,M,10-19,CRITICO,9
23/03/2022,M,10-19,LIEVE,9952
23/03/2022,M,10-19,PAUCI-SINTOMATICO,18514
23/03/2022,M,10-19,SEVERO,80
23/03/2022,M,20-29,ASINTOMATICO,65017
23/03/2022,M,20-29,CRITICO,12
23/03/2022,M,20-29,LIEVE,7384
23/03/2022,M,20-29,PAUCI-SINTOMATICO,14606
23/03/2022,M,20-29,SEVERO,85
23/03/2022,M,30-39,ASINTOMATICO,70934
23/03/2022,M,30-39,CRITICO,20
23/03/2022,M,30-39,LIEVE,8521
23/03/2022,M,30-39,PAUCI-SINTOMATICO,15872
23/03/2022,M,30-39,SEVERO,115
23/03/2022,M,40-49,ASINTOMATICO,90805
23/03/2022,M,40-49,CRITICO,46
23/03/2022,M,40-49,LIEVE,10983
23/03/2022,M,40-49,PAUCI-SINTOMATICO,18875
23/03/2022,M,40-49,SEVERO,299
23/03/2022,M,50-59,ASINTOMATICO,80731
23/03/2022,M,50-59,CRITICO,143
23/03/2022,M,50-59,LIEVE,10255
23/03/2022,M,50-59,PAUCI-SINTOMATICO,17643
23/03/2022,M,50-59,SEVERO,517
23/03/2022,M,60-69,ASINTOMATICO,49621
23/03/2022,M,60-69,CRITICO,212
23/03/2022,M,60-69,LIEVE,6451
23/03/2022,M,60-69,PAUCI-SINTOMATICO,10243
23/03/2022,M,60-69,SEVERO,725
23/03/2022,M,70-79,ASINTOMATICO,32164
23/03/2022,M,70-79,CRITICO,229
23/03/2022,M,70-79,LIEVE,4624
23/03/2022,M,70-79,PAUCI-SINTOMATICO,6662
23/03/2022,M,70-79,SEVERO,1025
23/03/2022,M,80-89,ASINTOMATICO,16946
23/03/2022,M,80-89,CRITICO,111
23/03/2022,M,80-89,LIEVE,2871
23/03/2022,M,80-89,PAUCI-SINTOMATICO,3572
23/03/2022,M,80-89,SEVERO,1121
23/03/2022,M,>90,ASINTOMATICO,3379
23/03/2022,M,>90,CRITICO,22
23/03/2022,M,>90,LIEVE,619
23/03/2022,M,>90,PAUCI-SINTOMATICO,692
23/03/2022,M,>90,SEVERO,307
23/03/2022,M,Non noto,ASINTOMATICO,37
23/03/2022,M,Non noto,LIEVE,<5
