iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
02/03/2022,F,0-9,ASINTOMATICO,65986
02/03/2022,F,0-9,CRITICO,<5
02/03/2022,F,0-9,LIEVE,9175
02/03/2022,F,0-9,PAUCI-SINTOMATICO,14233
02/03/2022,F,0-9,SEVERO,157
02/03/2022,F,10-19,ASINTOMATICO,84188
02/03/2022,F,10-19,CRITICO,<5
02/03/2022,F,10-19,LIEVE,10679
02/03/2022,F,10-19,PAUCI-SINTOMATICO,17423
02/03/2022,F,10-19,SEVERO,84
02/03/2022,F,20-29,ASINTOMATICO,73857
02/03/2022,F,20-29,CRITICO,11
02/03/2022,F,20-29,LIEVE,9911
02/03/2022,F,20-29,PAUCI-SINTOMATICO,15314
02/03/2022,F,20-29,SEVERO,203
02/03/2022,F,30-39,ASINTOMATICO,88947
02/03/2022,F,30-39,CRITICO,14
02/03/2022,F,30-39,LIEVE,13250
02/03/2022,F,30-39,PAUCI-SINTOMATICO,19703
02/03/2022,F,30-39,SEVERO,292
02/03/2022,F,40-49,ASINTOMATICO,102747
02/03/2022,F,40-49,CRITICO,45
02/03/2022,F,40-49,LIEVE,16318
02/03/2022,F,40-49,PAUCI-SINTOMATICO,23038
02/03/2022,F,40-49,SEVERO,275
02/03/2022,F,50-59,ASINTOMATICO,84054
02/03/2022,F,50-59,CRITICO,99
02/03/2022,F,50-59,LIEVE,13892
02/03/2022,F,50-59,PAUCI-SINTOMATICO,18643
02/03/2022,F,50-59,SEVERO,396
02/03/2022,F,60-69,ASINTOMATICO,48661
02/03/2022,F,60-69,CRITICO,148
02/03/2022,F,60-69,LIEVE,8026
02/03/2022,F,60-69,PAUCI-SINTOMATICO,10361
02/03/2022,F,60-69,SEVERO,583
02/03/2022,F,70-79,ASINTOMATICO,30353
02/03/2022,F,70-79,CRITICO,153
02/03/2022,F,70-79,LIEVE,5353
02/03/2022,F,70-79,PAUCI-SINTOMATICO,6173
02/03/2022,F,70-79,SEVERO,901
02/03/2022,F,80-89,ASINTOMATICO,21939
02/03/2022,F,80-89,CRITICO,106
02/03/2022,F,80-89,LIEVE,3661
02/03/2022,F,80-89,PAUCI-SINTOMATICO,4187
02/03/2022,F,80-89,SEVERO,1439
02/03/2022,F,>90,ASINTOMATICO,9175
02/03/2022,F,>90,CRITICO,29
02/03/2022,F,>90,LIEVE,1348
02/03/2022,F,>90,PAUCI-SINTOMATICO,1562
02/03/2022,F,>90,SEVERO,544
02/03/2022,F,Non noto,ASINTOMATICO,21
02/03/2022,F,Non noto,LIEVE,<5
02/03/2022,F,Non noto,PAUCI-SINTOMATICO,<5
02/03/2022,M,0-9,ASINTOMATICO,72601
02/03/2022,M,0-9,CRITICO,10
02/03/2022,M,0-9,LIEVE,9936
02/03/2022,M,0-9,PAUCI-SINTOMATICO,15201
02/03/2022,M,0-9,SEVERO,224
02/03/2022,M,10-19,ASINTOMATICO,87899
02/03/2022,M,10-19,CRITICO,8
02/03/2022,M,10-19,LIEVE,10560
02/03/2022,M,10-19,PAUCI-SINTOMATICO,16936
02/03/2022,M,10-19,SEVERO,83
02/03/2022,M,20-29,ASINTOMATICO,71221
02/03/2022,M,20-29,CRITICO,10
02/03/2022,M,20-29,LIEVE,9042
02/03/2022,M,20-29,PAUCI-SINTOMATICO,13182
02/03/2022,M,20-29,SEVERO,95
02/03/2022,M,30-39,ASINTOMATICO,75417
02/03/2022,M,30-39,CRITICO,27
02/03/2022,M,30-39,LIEVE,9892
02/03/2022,M,30-39,PAUCI-SINTOMATICO,14323
02/03/2022,M,30-39,SEVERO,127
02/03/2022,M,40-49,ASINTOMATICO,88976
02/03/2022,M,40-49,CRITICO,70
02/03/2022,M,40-49,LIEVE,12354
02/03/2022,M,40-49,PAUCI-SINTOMATICO,17017
02/03/2022,M,40-49,SEVERO,370
02/03/2022,M,50-59,ASINTOMATICO,77049
02/03/2022,M,50-59,CRITICO,182
02/03/2022,M,50-59,LIEVE,11484
02/03/2022,M,50-59,PAUCI-SINTOMATICO,15294
02/03/2022,M,50-59,SEVERO,644
02/03/2022,M,60-69,ASINTOMATICO,45576
02/03/2022,M,60-69,CRITICO,276
02/03/2022,M,60-69,LIEVE,7008
02/03/2022,M,60-69,PAUCI-SINTOMATICO,8590
02/03/2022,M,60-69,SEVERO,874
02/03/2022,M,70-79,ASINTOMATICO,28180
02/03/2022,M,70-79,CRITICO,289
02/03/2022,M,70-79,LIEVE,4893
02/03/2022,M,70-79,PAUCI-SINTOMATICO,5365
02/03/2022,M,70-79,SEVERO,1221
02/03/2022,M,80-89,ASINTOMATICO,15249
02/03/2022,M,80-89,CRITICO,123
02/03/2022,M,80-89,LIEVE,2819
02/03/2022,M,80-89,PAUCI-SINTOMATICO,2888
02/03/2022,M,80-89,SEVERO,1281
02/03/2022,M,>90,ASINTOMATICO,3296
02/03/2022,M,>90,CRITICO,22
02/03/2022,M,>90,LIEVE,612
02/03/2022,M,>90,PAUCI-SINTOMATICO,599
02/03/2022,M,>90,SEVERO,327
02/03/2022,M,Non noto,ASINTOMATICO,46
02/03/2022,M,Non noto,LIEVE,<5
