iss_date,DATARICOVERO1,RICOVERI
02/03/2022,20/02/2020,92
02/03/2022,21/02/2020,123
02/03/2022,22/02/2020,107
02/03/2022,23/02/2020,151
02/03/2022,24/02/2020,191
02/03/2022,25/02/2020,267
02/03/2022,26/02/2020,273
02/03/2022,27/02/2020,317
02/03/2022,28/02/2020,380
02/03/2022,29/02/2020,374
02/03/2022,01/03/2020,441
02/03/2022,02/03/2020,669
02/03/2022,03/03/2020,816
02/03/2022,04/03/2020,915
02/03/2022,05/03/2020,1096
02/03/2022,06/03/2020,1228
02/03/2022,07/03/2020,1203
02/03/2022,08/03/2020,1162
02/03/2022,09/03/2020,1458
02/03/2022,10/03/2020,1586
02/03/2022,11/03/2020,1757
02/03/2022,12/03/2020,1909
02/03/2022,13/03/2020,2332
02/03/2022,14/03/2020,1997
02/03/2022,15/03/2020,1909
02/03/2022,16/03/2020,2489
02/03/2022,17/03/2020,2668
02/03/2022,18/03/2020,2709
02/03/2022,19/03/2020,2788
02/03/2022,20/03/2020,2861
02/03/2022,21/03/2020,2546
02/03/2022,22/03/2020,2197
02/03/2022,23/03/2020,2715
02/03/2022,24/03/2020,2623
02/03/2022,25/03/2020,2318
02/03/2022,26/03/2020,2126
02/03/2022,27/03/2020,2237
02/03/2022,28/03/2020,1751
02/03/2022,29/03/2020,1440
02/03/2022,30/03/2020,1685
02/03/2022,31/03/2020,1589
02/03/2022,01/04/2020,1504
02/03/2022,02/04/2020,1464
02/03/2022,03/04/2020,1267
02/03/2022,04/04/2020,1028
02/03/2022,05/04/2020,841
02/03/2022,06/04/2020,1024
02/03/2022,07/04/2020,1031
02/03/2022,08/04/2020,1046
02/03/2022,09/04/2020,1001
02/03/2022,10/04/2020,923
02/03/2022,11/04/2020,822
02/03/2022,12/04/2020,668
02/03/2022,13/04/2020,625
02/03/2022,14/04/2020,858
02/03/2022,15/04/2020,711
02/03/2022,16/04/2020,710
02/03/2022,17/04/2020,721
02/03/2022,18/04/2020,573
02/03/2022,19/04/2020,469
02/03/2022,20/04/2020,665
02/03/2022,21/04/2020,603
02/03/2022,22/04/2020,606
02/03/2022,23/04/2020,589
02/03/2022,24/04/2020,554
02/03/2022,25/04/2020,430
02/03/2022,26/04/2020,362
02/03/2022,27/04/2020,441
02/03/2022,28/04/2020,439
02/03/2022,29/04/2020,417
02/03/2022,30/04/2020,373
02/03/2022,01/05/2020,277
02/03/2022,02/05/2020,244
02/03/2022,03/05/2020,186
02/03/2022,04/05/2020,298
02/03/2022,05/05/2020,289
02/03/2022,06/05/2020,295
02/03/2022,07/05/2020,286
02/03/2022,08/05/2020,282
02/03/2022,09/05/2020,172
02/03/2022,10/05/2020,164
02/03/2022,11/05/2020,245
02/03/2022,12/05/2020,181
02/03/2022,13/05/2020,195
02/03/2022,14/05/2020,204
02/03/2022,15/05/2020,210
02/03/2022,16/05/2020,138
02/03/2022,17/05/2020,124
02/03/2022,18/05/2020,163
02/03/2022,19/05/2020,151
02/03/2022,20/05/2020,146
02/03/2022,21/05/2020,119
02/03/2022,22/05/2020,123
02/03/2022,23/05/2020,96
02/03/2022,24/05/2020,94
02/03/2022,25/05/2020,150
02/03/2022,26/05/2020,113
02/03/2022,27/05/2020,109
02/03/2022,28/05/2020,83
02/03/2022,29/05/2020,106
02/03/2022,30/05/2020,86
02/03/2022,31/05/2020,54
02/03/2022,01/06/2020,116
02/03/2022,02/06/2020,65
02/03/2022,03/06/2020,90
02/03/2022,04/06/2020,85
02/03/2022,05/06/2020,92
02/03/2022,06/06/2020,52
02/03/2022,07/06/2020,44
02/03/2022,08/06/2020,113
02/03/2022,09/06/2020,76
02/03/2022,10/06/2020,72
02/03/2022,11/06/2020,62
02/03/2022,12/06/2020,79
02/03/2022,13/06/2020,63
02/03/2022,14/06/2020,53
02/03/2022,15/06/2020,77
02/03/2022,16/06/2020,58
02/03/2022,17/06/2020,76
02/03/2022,18/06/2020,78
02/03/2022,19/06/2020,86
02/03/2022,20/06/2020,37
02/03/2022,21/06/2020,50
02/03/2022,22/06/2020,94
02/03/2022,23/06/2020,61
02/03/2022,24/06/2020,82
02/03/2022,25/06/2020,72
02/03/2022,26/06/2020,87
02/03/2022,27/06/2020,42
02/03/2022,28/06/2020,29
02/03/2022,29/06/2020,88
02/03/2022,30/06/2020,66
02/03/2022,01/07/2020,58
02/03/2022,02/07/2020,71
02/03/2022,03/07/2020,81
02/03/2022,04/07/2020,37
02/03/2022,05/07/2020,50
02/03/2022,06/07/2020,75
02/03/2022,07/07/2020,64
02/03/2022,08/07/2020,68
02/03/2022,09/07/2020,61
02/03/2022,10/07/2020,70
02/03/2022,11/07/2020,52
02/03/2022,12/07/2020,38
02/03/2022,13/07/2020,70
02/03/2022,14/07/2020,64
02/03/2022,15/07/2020,65
02/03/2022,16/07/2020,58
02/03/2022,17/07/2020,87
02/03/2022,18/07/2020,49
02/03/2022,19/07/2020,37
02/03/2022,20/07/2020,78
02/03/2022,21/07/2020,78
02/03/2022,22/07/2020,71
02/03/2022,23/07/2020,65
02/03/2022,24/07/2020,66
02/03/2022,25/07/2020,61
02/03/2022,26/07/2020,45
02/03/2022,27/07/2020,64
02/03/2022,28/07/2020,66
02/03/2022,29/07/2020,65
02/03/2022,30/07/2020,64
02/03/2022,31/07/2020,80
02/03/2022,01/08/2020,68
02/03/2022,02/08/2020,52
02/03/2022,03/08/2020,92
02/03/2022,04/08/2020,62
02/03/2022,05/08/2020,84
02/03/2022,06/08/2020,60
02/03/2022,07/08/2020,73
02/03/2022,08/08/2020,58
02/03/2022,09/08/2020,61
02/03/2022,10/08/2020,94
02/03/2022,11/08/2020,60
02/03/2022,12/08/2020,99
02/03/2022,13/08/2020,81
02/03/2022,14/08/2020,83
02/03/2022,15/08/2020,64
02/03/2022,16/08/2020,67
02/03/2022,17/08/2020,100
02/03/2022,18/08/2020,111
02/03/2022,19/08/2020,134
02/03/2022,20/08/2020,87
02/03/2022,21/08/2020,94
02/03/2022,22/08/2020,120
02/03/2022,23/08/2020,92
02/03/2022,24/08/2020,128
02/03/2022,25/08/2020,146
02/03/2022,26/08/2020,148
02/03/2022,27/08/2020,147
02/03/2022,28/08/2020,144
02/03/2022,29/08/2020,109
02/03/2022,30/08/2020,116
02/03/2022,31/08/2020,136
02/03/2022,01/09/2020,154
02/03/2022,02/09/2020,177
02/03/2022,03/09/2020,182
02/03/2022,04/09/2020,172
02/03/2022,05/09/2020,149
02/03/2022,06/09/2020,127
02/03/2022,07/09/2020,210
02/03/2022,08/09/2020,173
02/03/2022,09/09/2020,186
02/03/2022,10/09/2020,209
02/03/2022,11/09/2020,199
02/03/2022,12/09/2020,184
02/03/2022,13/09/2020,173
02/03/2022,14/09/2020,226
02/03/2022,15/09/2020,242
02/03/2022,16/09/2020,232
02/03/2022,17/09/2020,243
02/03/2022,18/09/2020,238
02/03/2022,19/09/2020,188
02/03/2022,20/09/2020,168
02/03/2022,21/09/2020,255
02/03/2022,22/09/2020,256
02/03/2022,23/09/2020,254
02/03/2022,24/09/2020,250
02/03/2022,25/09/2020,272
02/03/2022,26/09/2020,219
02/03/2022,27/09/2020,192
02/03/2022,28/09/2020,276
02/03/2022,29/09/2020,281
02/03/2022,30/09/2020,251
02/03/2022,01/10/2020,335
02/03/2022,02/10/2020,349
02/03/2022,03/10/2020,358
02/03/2022,04/10/2020,326
02/03/2022,05/10/2020,434
02/03/2022,06/10/2020,484
02/03/2022,07/10/2020,475
02/03/2022,08/10/2020,521
02/03/2022,09/10/2020,565
02/03/2022,10/10/2020,573
02/03/2022,11/10/2020,592
02/03/2022,12/10/2020,755
02/03/2022,13/10/2020,813
02/03/2022,14/10/2020,841
02/03/2022,15/10/2020,949
02/03/2022,16/10/2020,966
02/03/2022,17/10/2020,1112
02/03/2022,18/10/2020,1037
02/03/2022,19/10/2020,1305
02/03/2022,20/10/2020,1403
02/03/2022,21/10/2020,1414
02/03/2022,22/10/2020,1523
02/03/2022,23/10/2020,1723
02/03/2022,24/10/2020,1581
02/03/2022,25/10/2020,1659
02/03/2022,26/10/2020,1991
02/03/2022,27/10/2020,1966
02/03/2022,28/10/2020,2013
02/03/2022,29/10/2020,2112
02/03/2022,30/10/2020,2293
02/03/2022,31/10/2020,2070
02/03/2022,01/11/2020,1934
02/03/2022,02/11/2020,2434
02/03/2022,03/11/2020,2488
02/03/2022,04/11/2020,2605
02/03/2022,05/11/2020,2623
02/03/2022,06/11/2020,2574
02/03/2022,07/11/2020,2434
02/03/2022,08/11/2020,2183
02/03/2022,09/11/2020,2505
02/03/2022,10/11/2020,2534
02/03/2022,11/11/2020,2634
02/03/2022,12/11/2020,2536
02/03/2022,13/11/2020,2557
02/03/2022,14/11/2020,2327
02/03/2022,15/11/2020,2021
02/03/2022,16/11/2020,2490
02/03/2022,17/11/2020,2476
02/03/2022,18/11/2020,2316
02/03/2022,19/11/2020,2314
02/03/2022,20/11/2020,2217
02/03/2022,21/11/2020,1823
02/03/2022,22/11/2020,1611
02/03/2022,23/11/2020,2016
02/03/2022,24/11/2020,1962
02/03/2022,25/11/2020,1852
02/03/2022,26/11/2020,1781
02/03/2022,27/11/2020,1784
02/03/2022,28/11/2020,1611
02/03/2022,29/11/2020,1380
02/03/2022,30/11/2020,1605
02/03/2022,01/12/2020,1619
02/03/2022,02/12/2020,1625
02/03/2022,03/12/2020,1583
02/03/2022,04/12/2020,1545
02/03/2022,05/12/2020,1434
02/03/2022,06/12/2020,1265
02/03/2022,07/12/2020,1418
02/03/2022,08/12/2020,1297
02/03/2022,09/12/2020,1434
02/03/2022,10/12/2020,1399
02/03/2022,11/12/2020,1440
02/03/2022,12/12/2020,1270
02/03/2022,13/12/2020,1044
02/03/2022,14/12/2020,1358
02/03/2022,15/12/2020,1274
02/03/2022,16/12/2020,1252
02/03/2022,17/12/2020,1290
02/03/2022,18/12/2020,1271
02/03/2022,19/12/2020,1204
02/03/2022,20/12/2020,1053
02/03/2022,21/12/2020,1249
02/03/2022,22/12/2020,1287
02/03/2022,23/12/2020,1238
02/03/2022,24/12/2020,1262
02/03/2022,25/12/2020,992
02/03/2022,26/12/2020,1145
02/03/2022,27/12/2020,1202
02/03/2022,28/12/2020,1361
02/03/2022,29/12/2020,1411
02/03/2022,30/12/2020,1343
02/03/2022,31/12/2020,1371
02/03/2022,01/01/2021,1154
02/03/2022,02/01/2021,1418
02/03/2022,03/01/2021,1213
02/03/2022,04/01/2021,1431
02/03/2022,05/01/2021,1460
02/03/2022,06/01/2021,1221
02/03/2022,07/01/2021,1412
02/03/2022,08/01/2021,1470
02/03/2022,09/01/2021,1281
02/03/2022,10/01/2021,1159
02/03/2022,11/01/2021,1346
02/03/2022,12/01/2021,1310
02/03/2022,13/01/2021,1288
02/03/2022,14/01/2021,1286
02/03/2022,15/01/2021,1252
02/03/2022,16/01/2021,1194
02/03/2022,17/01/2021,930
02/03/2022,18/01/2021,1164
02/03/2022,19/01/2021,1077
02/03/2022,20/01/2021,1079
02/03/2022,21/01/2021,1141
02/03/2022,22/01/2021,1067
02/03/2022,23/01/2021,998
02/03/2022,24/01/2021,858
02/03/2022,25/01/2021,1170
02/03/2022,26/01/2021,976
02/03/2022,27/01/2021,927
02/03/2022,28/01/2021,983
02/03/2022,29/01/2021,1025
02/03/2022,30/01/2021,906
02/03/2022,31/01/2021,827
02/03/2022,01/02/2021,1059
02/03/2022,02/02/2021,982
02/03/2022,03/02/2021,979
02/03/2022,04/02/2021,975
02/03/2022,05/02/2021,976
02/03/2022,06/02/2021,898
02/03/2022,07/02/2021,844
02/03/2022,08/02/2021,1026
02/03/2022,09/02/2021,959
02/03/2022,10/02/2021,1007
02/03/2022,11/02/2021,978
02/03/2022,12/02/2021,936
02/03/2022,13/02/2021,850
02/03/2022,14/02/2021,738
02/03/2022,15/02/2021,976
02/03/2022,16/02/2021,948
02/03/2022,17/02/2021,1022
02/03/2022,18/02/2021,1047
02/03/2022,19/02/2021,1036
02/03/2022,20/02/2021,994
02/03/2022,21/02/2021,931
02/03/2022,22/02/2021,1284
02/03/2022,23/02/2021,1275
02/03/2022,24/02/2021,1203
02/03/2022,25/02/2021,1208
02/03/2022,26/02/2021,1348
02/03/2022,27/02/2021,1331
02/03/2022,28/02/2021,1162
02/03/2022,01/03/2021,1454
02/03/2022,02/03/2021,1637
02/03/2022,03/03/2021,1618
02/03/2022,04/03/2021,1580
02/03/2022,05/03/2021,1703
02/03/2022,06/03/2021,1577
02/03/2022,07/03/2021,1375
02/03/2022,08/03/2021,1843
02/03/2022,09/03/2021,1851
02/03/2022,10/03/2021,1857
