iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
20/03/2022,F,0-9,ASINTOMATICO,61046
20/03/2022,F,0-9,CRITICO,<5
20/03/2022,F,0-9,LIEVE,8950
20/03/2022,F,0-9,PAUCI-SINTOMATICO,14213
20/03/2022,F,0-9,SEVERO,127
20/03/2022,F,10-19,ASINTOMATICO,85460
20/03/2022,F,10-19,CRITICO,8
20/03/2022,F,10-19,LIEVE,11420
20/03/2022,F,10-19,PAUCI-SINTOMATICO,19731
20/03/2022,F,10-19,SEVERO,87
20/03/2022,F,20-29,ASINTOMATICO,72619
20/03/2022,F,20-29,CRITICO,12
20/03/2022,F,20-29,LIEVE,10497
20/03/2022,F,20-29,PAUCI-SINTOMATICO,17443
20/03/2022,F,20-29,SEVERO,159
20/03/2022,F,30-39,ASINTOMATICO,85518
20/03/2022,F,30-39,CRITICO,13
20/03/2022,F,30-39,LIEVE,13316
20/03/2022,F,30-39,PAUCI-SINTOMATICO,21410
20/03/2022,F,30-39,SEVERO,270
20/03/2022,F,40-49,ASINTOMATICO,106836
20/03/2022,F,40-49,CRITICO,37
20/03/2022,F,40-49,LIEVE,16628
20/03/2022,F,40-49,PAUCI-SINTOMATICO,25740
20/03/2022,F,40-49,SEVERO,261
20/03/2022,F,50-59,ASINTOMATICO,90136
20/03/2022,F,50-59,CRITICO,74
20/03/2022,F,50-59,LIEVE,14519
20/03/2022,F,50-59,PAUCI-SINTOMATICO,21667
20/03/2022,F,50-59,SEVERO,344
20/03/2022,F,60-69,ASINTOMATICO,52644
20/03/2022,F,60-69,CRITICO,113
20/03/2022,F,60-69,LIEVE,8035
20/03/2022,F,60-69,PAUCI-SINTOMATICO,11914
20/03/2022,F,60-69,SEVERO,472
20/03/2022,F,70-79,ASINTOMATICO,32649
20/03/2022,F,70-79,CRITICO,115
20/03/2022,F,70-79,LIEVE,5334
20/03/2022,F,70-79,PAUCI-SINTOMATICO,7165
20/03/2022,F,70-79,SEVERO,785
20/03/2022,F,80-89,ASINTOMATICO,22273
20/03/2022,F,80-89,CRITICO,90
20/03/2022,F,80-89,LIEVE,3691
20/03/2022,F,80-89,PAUCI-SINTOMATICO,4648
20/03/2022,F,80-89,SEVERO,1203
20/03/2022,F,>90,ASINTOMATICO,8740
20/03/2022,F,>90,CRITICO,23
20/03/2022,F,>90,LIEVE,1332
20/03/2022,F,>90,PAUCI-SINTOMATICO,1619
20/03/2022,F,>90,SEVERO,510
20/03/2022,F,Non noto,ASINTOMATICO,22
20/03/2022,F,Non noto,PAUCI-SINTOMATICO,5
20/03/2022,M,0-9,ASINTOMATICO,66256
20/03/2022,M,0-9,CRITICO,8
20/03/2022,M,0-9,LIEVE,9347
20/03/2022,M,0-9,PAUCI-SINTOMATICO,14859
20/03/2022,M,0-9,SEVERO,198
20/03/2022,M,10-19,ASINTOMATICO,86355
20/03/2022,M,10-19,CRITICO,7
20/03/2022,M,10-19,LIEVE,10827
20/03/2022,M,10-19,PAUCI-SINTOMATICO,18428
20/03/2022,M,10-19,SEVERO,80
20/03/2022,M,20-29,ASINTOMATICO,67109
20/03/2022,M,20-29,CRITICO,11
20/03/2022,M,20-29,LIEVE,8880
20/03/2022,M,20-29,PAUCI-SINTOMATICO,14523
20/03/2022,M,20-29,SEVERO,81
20/03/2022,M,30-39,ASINTOMATICO,71361
20/03/2022,M,30-39,CRITICO,22
20/03/2022,M,30-39,LIEVE,9822
20/03/2022,M,30-39,PAUCI-SINTOMATICO,15537
20/03/2022,M,30-39,SEVERO,111
20/03/2022,M,40-49,ASINTOMATICO,90676
20/03/2022,M,40-49,CRITICO,49
20/03/2022,M,40-49,LIEVE,12315
20/03/2022,M,40-49,PAUCI-SINTOMATICO,18454
20/03/2022,M,40-49,SEVERO,312
20/03/2022,M,50-59,ASINTOMATICO,81003
20/03/2022,M,50-59,CRITICO,143
20/03/2022,M,50-59,LIEVE,11476
20/03/2022,M,50-59,PAUCI-SINTOMATICO,17058
20/03/2022,M,50-59,SEVERO,539
20/03/2022,M,60-69,ASINTOMATICO,48477
20/03/2022,M,60-69,CRITICO,217
20/03/2022,M,60-69,LIEVE,7107
20/03/2022,M,60-69,PAUCI-SINTOMATICO,9777
20/03/2022,M,60-69,SEVERO,755
20/03/2022,M,70-79,ASINTOMATICO,30733
20/03/2022,M,70-79,CRITICO,230
20/03/2022,M,70-79,LIEVE,4853
20/03/2022,M,70-79,PAUCI-SINTOMATICO,6299
20/03/2022,M,70-79,SEVERO,1011
20/03/2022,M,80-89,ASINTOMATICO,16046
20/03/2022,M,80-89,CRITICO,109
20/03/2022,M,80-89,LIEVE,2903
20/03/2022,M,80-89,PAUCI-SINTOMATICO,3306
20/03/2022,M,80-89,SEVERO,1088
20/03/2022,M,>90,ASINTOMATICO,3265
20/03/2022,M,>90,CRITICO,22
20/03/2022,M,>90,LIEVE,627
20/03/2022,M,>90,PAUCI-SINTOMATICO,627
20/03/2022,M,>90,SEVERO,290
20/03/2022,M,Non noto,ASINTOMATICO,41
20/03/2022,M,Non noto,LIEVE,<5
