iss_date,SESSO,AGE_GROUP,DECEDUTI,CASI_CUMULATIVI
05/02/2021,F,0-9,5,51886
05/02/2021,F,10-19,<5,105012
05/02/2021,F,20-29,18,153185
05/02/2021,F,30-39,70,163018
05/02/2021,F,40-49,223,218882
05/02/2021,F,50-59,765,238181
05/02/2021,F,60-69,2155,137177
05/02/2021,F,70-79,6796,104864
05/02/2021,F,80-89,16853,110271
05/02/2021,F,>90,12050,53965
05/02/2021,F,Non noto,<5,57
05/02/2021,M,0-9,<5,55963
05/02/2021,M,10-19,5,114327
05/02/2021,M,20-29,27,155144
05/02/2021,M,30-39,105,155480
05/02/2021,M,40-49,506,192090
05/02/2021,M,50-59,2112,222276
05/02/2021,M,60-69,6215,153367
05/02/2021,M,70-79,14778,112425
05/02/2021,M,80-89,20108,74956
05/02/2021,M,>90,6132,16033
05/02/2021,M,Non noto,<5,51
05/02/2021,Non noto,20-29,<5,<5
05/02/2021,Non noto,30-39,<5,<5
05/02/2021,Non noto,40-49,<5,<5
05/02/2021,Non noto,50-59,<5,<5
05/02/2021,Non noto,60-69,<5,<5
05/02/2021,Non noto,80-89,<5,7
