iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
12/03/2022,F,0-9,ASINTOMATICO,57696
12/03/2022,F,0-9,CRITICO,<5
12/03/2022,F,0-9,LIEVE,8476
12/03/2022,F,0-9,PAUCI-SINTOMATICO,12953
12/03/2022,F,0-9,SEVERO,131
12/03/2022,F,10-19,ASINTOMATICO,79137
12/03/2022,F,10-19,CRITICO,<5
12/03/2022,F,10-19,LIEVE,11174
12/03/2022,F,10-19,PAUCI-SINTOMATICO,17623
12/03/2022,F,10-19,SEVERO,80
12/03/2022,F,20-29,ASINTOMATICO,67315
12/03/2022,F,20-29,CRITICO,7
12/03/2022,F,20-29,LIEVE,10361
12/03/2022,F,20-29,PAUCI-SINTOMATICO,15635
12/03/2022,F,20-29,SEVERO,170
12/03/2022,F,30-39,ASINTOMATICO,85970
12/03/2022,F,30-39,CRITICO,12
12/03/2022,F,30-39,LIEVE,13194
12/03/2022,F,30-39,PAUCI-SINTOMATICO,19106
12/03/2022,F,30-39,SEVERO,276
12/03/2022,F,40-49,ASINTOMATICO,100146
12/03/2022,F,40-49,CRITICO,44
12/03/2022,F,40-49,LIEVE,16424
12/03/2022,F,40-49,PAUCI-SINTOMATICO,22826
12/03/2022,F,40-49,SEVERO,257
12/03/2022,F,50-59,ASINTOMATICO,83248
12/03/2022,F,50-59,CRITICO,90
12/03/2022,F,50-59,LIEVE,14171
12/03/2022,F,50-59,PAUCI-SINTOMATICO,18951
12/03/2022,F,50-59,SEVERO,345
12/03/2022,F,60-69,ASINTOMATICO,47956
12/03/2022,F,60-69,CRITICO,131
12/03/2022,F,60-69,LIEVE,8076
12/03/2022,F,60-69,PAUCI-SINTOMATICO,10400
12/03/2022,F,60-69,SEVERO,509
12/03/2022,F,70-79,ASINTOMATICO,29999
12/03/2022,F,70-79,CRITICO,134
12/03/2022,F,70-79,LIEVE,5359
12/03/2022,F,70-79,PAUCI-SINTOMATICO,6119
12/03/2022,F,70-79,SEVERO,786
12/03/2022,F,80-89,ASINTOMATICO,20917
12/03/2022,F,80-89,CRITICO,104
12/03/2022,F,80-89,LIEVE,3616
12/03/2022,F,80-89,PAUCI-SINTOMATICO,4101
12/03/2022,F,80-89,SEVERO,1221
12/03/2022,F,>90,ASINTOMATICO,8481
12/03/2022,F,>90,CRITICO,23
12/03/2022,F,>90,LIEVE,1315
12/03/2022,F,>90,PAUCI-SINTOMATICO,1461
12/03/2022,F,>90,SEVERO,485
12/03/2022,F,Non noto,ASINTOMATICO,21
12/03/2022,F,Non noto,PAUCI-SINTOMATICO,<5
12/03/2022,M,0-9,ASINTOMATICO,62936
12/03/2022,M,0-9,CRITICO,11
12/03/2022,M,0-9,LIEVE,8885
12/03/2022,M,0-9,PAUCI-SINTOMATICO,13536
12/03/2022,M,0-9,SEVERO,190
12/03/2022,M,10-19,ASINTOMATICO,81316
12/03/2022,M,10-19,CRITICO,8
12/03/2022,M,10-19,LIEVE,10692
12/03/2022,M,10-19,PAUCI-SINTOMATICO,16816
12/03/2022,M,10-19,SEVERO,74
12/03/2022,M,20-29,ASINTOMATICO,63699
12/03/2022,M,20-29,CRITICO,14
12/03/2022,M,20-29,LIEVE,9202
12/03/2022,M,20-29,PAUCI-SINTOMATICO,13330
12/03/2022,M,20-29,SEVERO,90
12/03/2022,M,30-39,ASINTOMATICO,73713
12/03/2022,M,30-39,CRITICO,25
12/03/2022,M,30-39,LIEVE,10026
12/03/2022,M,30-39,PAUCI-SINTOMATICO,14156
12/03/2022,M,30-39,SEVERO,128
12/03/2022,M,40-49,ASINTOMATICO,86244
12/03/2022,M,40-49,CRITICO,63
12/03/2022,M,40-49,LIEVE,12459
12/03/2022,M,40-49,PAUCI-SINTOMATICO,16752
12/03/2022,M,40-49,SEVERO,339
12/03/2022,M,50-59,ASINTOMATICO,75882
12/03/2022,M,50-59,CRITICO,160
12/03/2022,M,50-59,LIEVE,11615
12/03/2022,M,50-59,PAUCI-SINTOMATICO,15216
12/03/2022,M,50-59,SEVERO,551
12/03/2022,M,60-69,ASINTOMATICO,44998
12/03/2022,M,60-69,CRITICO,241
12/03/2022,M,60-69,LIEVE,7144
12/03/2022,M,60-69,PAUCI-SINTOMATICO,8571
12/03/2022,M,60-69,SEVERO,787
12/03/2022,M,70-79,ASINTOMATICO,27828
12/03/2022,M,70-79,CRITICO,250
12/03/2022,M,70-79,LIEVE,4923
12/03/2022,M,70-79,PAUCI-SINTOMATICO,5404
12/03/2022,M,70-79,SEVERO,1045
12/03/2022,M,80-89,ASINTOMATICO,14797
12/03/2022,M,80-89,CRITICO,113
12/03/2022,M,80-89,LIEVE,2786
12/03/2022,M,80-89,PAUCI-SINTOMATICO,2879
12/03/2022,M,80-89,SEVERO,1081
12/03/2022,M,>90,ASINTOMATICO,3077
12/03/2022,M,>90,CRITICO,20
12/03/2022,M,>90,LIEVE,604
12/03/2022,M,>90,PAUCI-SINTOMATICO,544
12/03/2022,M,>90,SEVERO,277
12/03/2022,M,Non noto,ASINTOMATICO,45
12/03/2022,M,Non noto,LIEVE,<5
