iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
28/01/2021,F,0-9,ASINTOMATICO,9729
28/01/2021,F,0-9,CRITICO,<5
28/01/2021,F,0-9,LIEVE,1731
28/01/2021,F,0-9,PAUCI-SINTOMATICO,1056
28/01/2021,F,0-9,SEVERO,75
28/01/2021,F,10-19,ASINTOMATICO,17604
28/01/2021,F,10-19,CRITICO,<5
28/01/2021,F,10-19,LIEVE,4156
28/01/2021,F,10-19,PAUCI-SINTOMATICO,3015
28/01/2021,F,10-19,SEVERO,68
28/01/2021,F,20-29,ASINTOMATICO,24077
28/01/2021,F,20-29,CRITICO,5
28/01/2021,F,20-29,LIEVE,7335
28/01/2021,F,20-29,PAUCI-SINTOMATICO,4994
28/01/2021,F,20-29,SEVERO,270
28/01/2021,F,30-39,ASINTOMATICO,23883
28/01/2021,F,30-39,CRITICO,21
28/01/2021,F,30-39,LIEVE,8228
28/01/2021,F,30-39,PAUCI-SINTOMATICO,5466
28/01/2021,F,30-39,SEVERO,472
28/01/2021,F,40-49,ASINTOMATICO,29779
28/01/2021,F,40-49,CRITICO,43
28/01/2021,F,40-49,LIEVE,11531
28/01/2021,F,40-49,PAUCI-SINTOMATICO,7114
28/01/2021,F,40-49,SEVERO,582
28/01/2021,F,50-59,ASINTOMATICO,33818
28/01/2021,F,50-59,CRITICO,116
28/01/2021,F,50-59,LIEVE,12211
28/01/2021,F,50-59,PAUCI-SINTOMATICO,7615
28/01/2021,F,50-59,SEVERO,1027
28/01/2021,F,60-69,ASINTOMATICO,20896
28/01/2021,F,60-69,CRITICO,255
28/01/2021,F,60-69,LIEVE,7383
28/01/2021,F,60-69,PAUCI-SINTOMATICO,4450
28/01/2021,F,60-69,SEVERO,1409
28/01/2021,F,70-79,ASINTOMATICO,15495
28/01/2021,F,70-79,CRITICO,305
28/01/2021,F,70-79,LIEVE,5394
28/01/2021,F,70-79,PAUCI-SINTOMATICO,3003
28/01/2021,F,70-79,SEVERO,2237
28/01/2021,F,80-89,ASINTOMATICO,14943
28/01/2021,F,80-89,CRITICO,163
28/01/2021,F,80-89,LIEVE,4350
28/01/2021,F,80-89,PAUCI-SINTOMATICO,2346
28/01/2021,F,80-89,SEVERO,3162
28/01/2021,F,>90,ASINTOMATICO,7196
28/01/2021,F,>90,CRITICO,41
28/01/2021,F,>90,LIEVE,1578
28/01/2021,F,>90,PAUCI-SINTOMATICO,851
28/01/2021,F,>90,SEVERO,1001
28/01/2021,F,Non noto,ASINTOMATICO,23
28/01/2021,F,Non noto,LIEVE,<5
28/01/2021,F,Non noto,PAUCI-SINTOMATICO,<5
28/01/2021,F,Non noto,SEVERO,<5
28/01/2021,M,0-9,ASINTOMATICO,10273
28/01/2021,M,0-9,CRITICO,<5
28/01/2021,M,0-9,LIEVE,1968
28/01/2021,M,0-9,PAUCI-SINTOMATICO,1160
28/01/2021,M,0-9,SEVERO,89
28/01/2021,M,10-19,ASINTOMATICO,19269
28/01/2021,M,10-19,CRITICO,<5
28/01/2021,M,10-19,LIEVE,4265
28/01/2021,M,10-19,PAUCI-SINTOMATICO,2831
28/01/2021,M,10-19,SEVERO,97
28/01/2021,M,20-29,ASINTOMATICO,24932
28/01/2021,M,20-29,CRITICO,22
28/01/2021,M,20-29,LIEVE,7062
28/01/2021,M,20-29,PAUCI-SINTOMATICO,4508
28/01/2021,M,20-29,SEVERO,235
28/01/2021,M,30-39,ASINTOMATICO,24155
28/01/2021,M,30-39,CRITICO,42
28/01/2021,M,30-39,LIEVE,7485
28/01/2021,M,30-39,PAUCI-SINTOMATICO,4689
28/01/2021,M,30-39,SEVERO,461
28/01/2021,M,40-49,ASINTOMATICO,27412
28/01/2021,M,40-49,CRITICO,137
28/01/2021,M,40-49,LIEVE,9649
28/01/2021,M,40-49,PAUCI-SINTOMATICO,5495
28/01/2021,M,40-49,SEVERO,969
28/01/2021,M,50-59,ASINTOMATICO,32101
28/01/2021,M,50-59,CRITICO,404
28/01/2021,M,50-59,LIEVE,11222
28/01/2021,M,50-59,PAUCI-SINTOMATICO,6257
28/01/2021,M,50-59,SEVERO,2010
28/01/2021,M,60-69,ASINTOMATICO,22327
28/01/2021,M,60-69,CRITICO,709
28/01/2021,M,60-69,LIEVE,7539
28/01/2021,M,60-69,PAUCI-SINTOMATICO,4134
28/01/2021,M,60-69,SEVERO,2586
28/01/2021,M,70-79,ASINTOMATICO,14290
28/01/2021,M,70-79,CRITICO,765
28/01/2021,M,70-79,LIEVE,5224
28/01/2021,M,70-79,PAUCI-SINTOMATICO,2559
28/01/2021,M,70-79,SEVERO,3303
28/01/2021,M,80-89,ASINTOMATICO,8463
28/01/2021,M,80-89,CRITICO,241
28/01/2021,M,80-89,LIEVE,3178
28/01/2021,M,80-89,PAUCI-SINTOMATICO,1440
28/01/2021,M,80-89,SEVERO,2788
28/01/2021,M,>90,ASINTOMATICO,1820
28/01/2021,M,>90,CRITICO,23
28/01/2021,M,>90,LIEVE,580
28/01/2021,M,>90,PAUCI-SINTOMATICO,285
28/01/2021,M,>90,SEVERO,530
28/01/2021,M,Non noto,ASINTOMATICO,20
28/01/2021,M,Non noto,LIEVE,<5
28/01/2021,M,Non noto,PAUCI-SINTOMATICO,<5
