iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
21/04/2022,F,0-9,ASINTOMATICO,59318
21/04/2022,F,0-9,CRITICO,<5
21/04/2022,F,0-9,LIEVE,8217
21/04/2022,F,0-9,PAUCI-SINTOMATICO,12899
21/04/2022,F,0-9,SEVERO,111
21/04/2022,F,10-19,ASINTOMATICO,79776
21/04/2022,F,10-19,CRITICO,8
21/04/2022,F,10-19,LIEVE,9055
21/04/2022,F,10-19,PAUCI-SINTOMATICO,16898
21/04/2022,F,10-19,SEVERO,75
21/04/2022,F,20-29,ASINTOMATICO,70977
21/04/2022,F,20-29,CRITICO,16
21/04/2022,F,20-29,LIEVE,8097
21/04/2022,F,20-29,PAUCI-SINTOMATICO,15506
21/04/2022,F,20-29,SEVERO,122
21/04/2022,F,30-39,ASINTOMATICO,89395
21/04/2022,F,30-39,CRITICO,17
21/04/2022,F,30-39,LIEVE,11237
21/04/2022,F,30-39,PAUCI-SINTOMATICO,20318
21/04/2022,F,30-39,SEVERO,239
21/04/2022,F,40-49,ASINTOMATICO,103400
21/04/2022,F,40-49,CRITICO,37
21/04/2022,F,40-49,LIEVE,14084
21/04/2022,F,40-49,PAUCI-SINTOMATICO,24606
21/04/2022,F,40-49,SEVERO,223
21/04/2022,F,50-59,ASINTOMATICO,100090
21/04/2022,F,50-59,CRITICO,55
21/04/2022,F,50-59,LIEVE,13162
21/04/2022,F,50-59,PAUCI-SINTOMATICO,22486
21/04/2022,F,50-59,SEVERO,318
21/04/2022,F,60-69,ASINTOMATICO,65596
21/04/2022,F,60-69,CRITICO,104
21/04/2022,F,60-69,LIEVE,8079
21/04/2022,F,60-69,PAUCI-SINTOMATICO,13387
21/04/2022,F,60-69,SEVERO,453
21/04/2022,F,70-79,ASINTOMATICO,44285
21/04/2022,F,70-79,CRITICO,113
21/04/2022,F,70-79,LIEVE,5808
21/04/2022,F,70-79,PAUCI-SINTOMATICO,9015
21/04/2022,F,70-79,SEVERO,829
21/04/2022,F,80-89,ASINTOMATICO,30406
21/04/2022,F,80-89,CRITICO,89
21/04/2022,F,80-89,LIEVE,4481
21/04/2022,F,80-89,PAUCI-SINTOMATICO,6437
21/04/2022,F,80-89,SEVERO,1343
21/04/2022,F,>90,ASINTOMATICO,11095
21/04/2022,F,>90,CRITICO,21
21/04/2022,F,>90,LIEVE,1609
21/04/2022,F,>90,PAUCI-SINTOMATICO,2286
21/04/2022,F,>90,SEVERO,570
21/04/2022,F,Non noto,ASINTOMATICO,16
21/04/2022,F,Non noto,CRITICO,<5
21/04/2022,F,Non noto,LIEVE,<5
21/04/2022,F,Non noto,PAUCI-SINTOMATICO,<5
21/04/2022,M,0-9,ASINTOMATICO,63493
21/04/2022,M,0-9,CRITICO,10
21/04/2022,M,0-9,LIEVE,8763
21/04/2022,M,0-9,PAUCI-SINTOMATICO,13424
21/04/2022,M,0-9,SEVERO,147
21/04/2022,M,10-19,ASINTOMATICO,77982
21/04/2022,M,10-19,CRITICO,11
21/04/2022,M,10-19,LIEVE,8578
21/04/2022,M,10-19,PAUCI-SINTOMATICO,15702
21/04/2022,M,10-19,SEVERO,55
21/04/2022,M,20-29,ASINTOMATICO,63830
21/04/2022,M,20-29,CRITICO,8
21/04/2022,M,20-29,LIEVE,6572
21/04/2022,M,20-29,PAUCI-SINTOMATICO,12704
21/04/2022,M,20-29,SEVERO,60
21/04/2022,M,30-39,ASINTOMATICO,74062
21/04/2022,M,30-39,CRITICO,23
21/04/2022,M,30-39,LIEVE,8148
21/04/2022,M,30-39,PAUCI-SINTOMATICO,14743
21/04/2022,M,30-39,SEVERO,105
21/04/2022,M,40-49,ASINTOMATICO,86248
21/04/2022,M,40-49,CRITICO,39
21/04/2022,M,40-49,LIEVE,10112
21/04/2022,M,40-49,PAUCI-SINTOMATICO,17833
21/04/2022,M,40-49,SEVERO,248
21/04/2022,M,50-59,ASINTOMATICO,87062
21/04/2022,M,50-59,CRITICO,129
21/04/2022,M,50-59,LIEVE,10197
21/04/2022,M,50-59,PAUCI-SINTOMATICO,17753
21/04/2022,M,50-59,SEVERO,492
21/04/2022,M,60-69,ASINTOMATICO,58482
21/04/2022,M,60-69,CRITICO,175
21/04/2022,M,60-69,LIEVE,6847
21/04/2022,M,60-69,PAUCI-SINTOMATICO,11069
21/04/2022,M,60-69,SEVERO,720
21/04/2022,M,70-79,ASINTOMATICO,40773
21/04/2022,M,70-79,CRITICO,184
21/04/2022,M,70-79,LIEVE,5395
21/04/2022,M,70-79,PAUCI-SINTOMATICO,7833
21/04/2022,M,70-79,SEVERO,1114
21/04/2022,M,80-89,ASINTOMATICO,22671
21/04/2022,M,80-89,CRITICO,109
21/04/2022,M,80-89,LIEVE,3581
21/04/2022,M,80-89,PAUCI-SINTOMATICO,4492
21/04/2022,M,80-89,SEVERO,1279
21/04/2022,M,>90,ASINTOMATICO,4395
21/04/2022,M,>90,CRITICO,19
21/04/2022,M,>90,LIEVE,733
21/04/2022,M,>90,PAUCI-SINTOMATICO,896
21/04/2022,M,>90,SEVERO,356
21/04/2022,M,Non noto,ASINTOMATICO,27
21/04/2022,M,Non noto,LIEVE,<5
21/04/2022,M,Non noto,PAUCI-SINTOMATICO,<5
