iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
27/06/2022,F,0-9,ASINTOMATICO,40690
27/06/2022,F,0-9,CRITICO,<5
27/06/2022,F,0-9,LIEVE,6313
27/06/2022,F,0-9,PAUCI-SINTOMATICO,9996
27/06/2022,F,0-9,SEVERO,81
27/06/2022,F,10-19,ASINTOMATICO,58491
27/06/2022,F,10-19,CRITICO,<5
27/06/2022,F,10-19,LIEVE,7875
27/06/2022,F,10-19,PAUCI-SINTOMATICO,13965
27/06/2022,F,10-19,SEVERO,45
27/06/2022,F,20-29,ASINTOMATICO,59120
27/06/2022,F,20-29,CRITICO,8
27/06/2022,F,20-29,LIEVE,8289
27/06/2022,F,20-29,PAUCI-SINTOMATICO,13884
27/06/2022,F,20-29,SEVERO,99
27/06/2022,F,30-39,ASINTOMATICO,72025
27/06/2022,F,30-39,CRITICO,14
27/06/2022,F,30-39,LIEVE,10903
27/06/2022,F,30-39,PAUCI-SINTOMATICO,17517
27/06/2022,F,30-39,SEVERO,179
27/06/2022,F,40-49,ASINTOMATICO,82399
27/06/2022,F,40-49,CRITICO,30
27/06/2022,F,40-49,LIEVE,13546
27/06/2022,F,40-49,PAUCI-SINTOMATICO,21278
27/06/2022,F,40-49,SEVERO,159
27/06/2022,F,50-59,ASINTOMATICO,85778
27/06/2022,F,50-59,CRITICO,45
27/06/2022,F,50-59,LIEVE,13695
27/06/2022,F,50-59,PAUCI-SINTOMATICO,21401
27/06/2022,F,50-59,SEVERO,281
27/06/2022,F,60-69,ASINTOMATICO,58244
27/06/2022,F,60-69,CRITICO,80
27/06/2022,F,60-69,LIEVE,7959
27/06/2022,F,60-69,PAUCI-SINTOMATICO,12943
27/06/2022,F,60-69,SEVERO,376
27/06/2022,F,70-79,ASINTOMATICO,39263
27/06/2022,F,70-79,CRITICO,78
27/06/2022,F,70-79,LIEVE,5776
27/06/2022,F,70-79,PAUCI-SINTOMATICO,8701
27/06/2022,F,70-79,SEVERO,642
27/06/2022,F,80-89,ASINTOMATICO,24088
27/06/2022,F,80-89,CRITICO,70
27/06/2022,F,80-89,LIEVE,4013
27/06/2022,F,80-89,PAUCI-SINTOMATICO,5517
27/06/2022,F,80-89,SEVERO,947
27/06/2022,F,>90,ASINTOMATICO,7817
27/06/2022,F,>90,CRITICO,19
27/06/2022,F,>90,LIEVE,1305
27/06/2022,F,>90,PAUCI-SINTOMATICO,1757
27/06/2022,F,>90,SEVERO,441
27/06/2022,F,Non noto,ASINTOMATICO,13
27/06/2022,F,Non noto,PAUCI-SINTOMATICO,<5
27/06/2022,M,0-9,ASINTOMATICO,43881
27/06/2022,M,0-9,CRITICO,6
27/06/2022,M,0-9,LIEVE,6691
27/06/2022,M,0-9,PAUCI-SINTOMATICO,10581
27/06/2022,M,0-9,SEVERO,107
27/06/2022,M,10-19,ASINTOMATICO,57386
27/06/2022,M,10-19,CRITICO,5
27/06/2022,M,10-19,LIEVE,7483
27/06/2022,M,10-19,PAUCI-SINTOMATICO,13009
27/06/2022,M,10-19,SEVERO,42
27/06/2022,M,20-29,ASINTOMATICO,52406
27/06/2022,M,20-29,CRITICO,6
27/06/2022,M,20-29,LIEVE,6715
27/06/2022,M,20-29,PAUCI-SINTOMATICO,11466
27/06/2022,M,20-29,SEVERO,48
27/06/2022,M,30-39,ASINTOMATICO,61551
27/06/2022,M,30-39,CRITICO,17
27/06/2022,M,30-39,LIEVE,8402
27/06/2022,M,30-39,PAUCI-SINTOMATICO,13255
27/06/2022,M,30-39,SEVERO,92
27/06/2022,M,40-49,ASINTOMATICO,68992
27/06/2022,M,40-49,CRITICO,41
27/06/2022,M,40-49,LIEVE,10187
27/06/2022,M,40-49,PAUCI-SINTOMATICO,15843
27/06/2022,M,40-49,SEVERO,204
27/06/2022,M,50-59,ASINTOMATICO,73982
27/06/2022,M,50-59,CRITICO,105
27/06/2022,M,50-59,LIEVE,10787
27/06/2022,M,50-59,PAUCI-SINTOMATICO,16820
27/06/2022,M,50-59,SEVERO,408
27/06/2022,M,60-69,ASINTOMATICO,50895
27/06/2022,M,60-69,CRITICO,140
27/06/2022,M,60-69,LIEVE,6901
27/06/2022,M,60-69,PAUCI-SINTOMATICO,10541
27/06/2022,M,60-69,SEVERO,551
27/06/2022,M,70-79,ASINTOMATICO,36100
27/06/2022,M,70-79,CRITICO,162
27/06/2022,M,70-79,LIEVE,5182
27/06/2022,M,70-79,PAUCI-SINTOMATICO,7583
27/06/2022,M,70-79,SEVERO,818
27/06/2022,M,80-89,ASINTOMATICO,18203
27/06/2022,M,80-89,CRITICO,99
27/06/2022,M,80-89,LIEVE,3208
27/06/2022,M,80-89,PAUCI-SINTOMATICO,4011
27/06/2022,M,80-89,SEVERO,917
27/06/2022,M,>90,ASINTOMATICO,3325
27/06/2022,M,>90,CRITICO,13
27/06/2022,M,>90,LIEVE,632
27/06/2022,M,>90,PAUCI-SINTOMATICO,770
27/06/2022,M,>90,SEVERO,265
27/06/2022,M,Non noto,ASINTOMATICO,25
27/06/2022,M,Non noto,LIEVE,<5
