iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
01/12/2021,F,0-9,ASINTOMATICO,7789
01/12/2021,F,0-9,LIEVE,2640
01/12/2021,F,0-9,PAUCI-SINTOMATICO,2863
01/12/2021,F,0-9,SEVERO,22
01/12/2021,F,10-19,ASINTOMATICO,9645
01/12/2021,F,10-19,LIEVE,3837
01/12/2021,F,10-19,PAUCI-SINTOMATICO,4271
01/12/2021,F,10-19,SEVERO,25
01/12/2021,F,20-29,ASINTOMATICO,7464
01/12/2021,F,20-29,CRITICO,<5
01/12/2021,F,20-29,LIEVE,3618
01/12/2021,F,20-29,PAUCI-SINTOMATICO,3842
01/12/2021,F,20-29,SEVERO,62
01/12/2021,F,30-39,ASINTOMATICO,8766
01/12/2021,F,30-39,CRITICO,11
01/12/2021,F,30-39,LIEVE,4909
01/12/2021,F,30-39,PAUCI-SINTOMATICO,4938
01/12/2021,F,30-39,SEVERO,139
01/12/2021,F,40-49,ASINTOMATICO,11101
01/12/2021,F,40-49,CRITICO,32
01/12/2021,F,40-49,LIEVE,6788
01/12/2021,F,40-49,PAUCI-SINTOMATICO,6373
01/12/2021,F,40-49,SEVERO,174
01/12/2021,F,50-59,ASINTOMATICO,10450
01/12/2021,F,50-59,CRITICO,71
01/12/2021,F,50-59,LIEVE,5814
01/12/2021,F,50-59,PAUCI-SINTOMATICO,5212
01/12/2021,F,50-59,SEVERO,318
01/12/2021,F,60-69,ASINTOMATICO,6654
01/12/2021,F,60-69,CRITICO,124
01/12/2021,F,60-69,LIEVE,3796
01/12/2021,F,60-69,PAUCI-SINTOMATICO,3464
01/12/2021,F,60-69,SEVERO,430
01/12/2021,F,70-79,ASINTOMATICO,5211
01/12/2021,F,70-79,CRITICO,134
01/12/2021,F,70-79,LIEVE,2645
01/12/2021,F,70-79,PAUCI-SINTOMATICO,2333
01/12/2021,F,70-79,SEVERO,610
01/12/2021,F,80-89,ASINTOMATICO,4371
01/12/2021,F,80-89,CRITICO,58
01/12/2021,F,80-89,LIEVE,1506
01/12/2021,F,80-89,PAUCI-SINTOMATICO,1297
01/12/2021,F,80-89,SEVERO,733
01/12/2021,F,>90,ASINTOMATICO,1992
01/12/2021,F,>90,CRITICO,17
01/12/2021,F,>90,LIEVE,517
01/12/2021,F,>90,PAUCI-SINTOMATICO,475
01/12/2021,F,>90,SEVERO,265
01/12/2021,F,Non noto,PAUCI-SINTOMATICO,<5
01/12/2021,M,0-9,ASINTOMATICO,8355
01/12/2021,M,0-9,CRITICO,<5
01/12/2021,M,0-9,LIEVE,2737
01/12/2021,M,0-9,PAUCI-SINTOMATICO,2974
01/12/2021,M,0-9,SEVERO,46
01/12/2021,M,10-19,ASINTOMATICO,10638
01/12/2021,M,10-19,CRITICO,<5
01/12/2021,M,10-19,LIEVE,4013
01/12/2021,M,10-19,PAUCI-SINTOMATICO,4356
01/12/2021,M,10-19,SEVERO,35
01/12/2021,M,20-29,ASINTOMATICO,8292
01/12/2021,M,20-29,CRITICO,5
01/12/2021,M,20-29,LIEVE,3513
01/12/2021,M,20-29,PAUCI-SINTOMATICO,3636
01/12/2021,M,20-29,SEVERO,64
01/12/2021,M,30-39,ASINTOMATICO,8195
01/12/2021,M,30-39,CRITICO,25
01/12/2021,M,30-39,LIEVE,3792
01/12/2021,M,30-39,PAUCI-SINTOMATICO,3756
01/12/2021,M,30-39,SEVERO,116
01/12/2021,M,40-49,ASINTOMATICO,10361
01/12/2021,M,40-49,CRITICO,69
01/12/2021,M,40-49,LIEVE,5354
01/12/2021,M,40-49,PAUCI-SINTOMATICO,4989
01/12/2021,M,40-49,SEVERO,302
01/12/2021,M,50-59,ASINTOMATICO,10158
01/12/2021,M,50-59,CRITICO,175
01/12/2021,M,50-59,LIEVE,5120
01/12/2021,M,50-59,PAUCI-SINTOMATICO,4688
01/12/2021,M,50-59,SEVERO,554
01/12/2021,M,60-69,ASINTOMATICO,6958
01/12/2021,M,60-69,CRITICO,229
01/12/2021,M,60-69,LIEVE,3567
01/12/2021,M,60-69,PAUCI-SINTOMATICO,3001
01/12/2021,M,60-69,SEVERO,647
01/12/2021,M,70-79,ASINTOMATICO,5177
01/12/2021,M,70-79,CRITICO,227
01/12/2021,M,70-79,LIEVE,2626
01/12/2021,M,70-79,PAUCI-SINTOMATICO,2055
01/12/2021,M,70-79,SEVERO,888
01/12/2021,M,80-89,ASINTOMATICO,2912
01/12/2021,M,80-89,CRITICO,101
01/12/2021,M,80-89,LIEVE,1230
01/12/2021,M,80-89,PAUCI-SINTOMATICO,947
01/12/2021,M,80-89,SEVERO,708
01/12/2021,M,>90,ASINTOMATICO,612
01/12/2021,M,>90,CRITICO,11
01/12/2021,M,>90,LIEVE,236
01/12/2021,M,>90,PAUCI-SINTOMATICO,169
01/12/2021,M,>90,SEVERO,164
01/12/2021,M,Non noto,ASINTOMATICO,6
