iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
22/01/2022,F,0-9,ASINTOMATICO,67072
22/01/2022,F,0-9,CRITICO,<5
22/01/2022,F,0-9,LIEVE,17223
22/01/2022,F,0-9,PAUCI-SINTOMATICO,16459
22/01/2022,F,0-9,SEVERO,206
22/01/2022,F,10-19,ASINTOMATICO,112273
22/01/2022,F,10-19,CRITICO,7
22/01/2022,F,10-19,LIEVE,22934
22/01/2022,F,10-19,PAUCI-SINTOMATICO,27201
22/01/2022,F,10-19,SEVERO,115
22/01/2022,F,20-29,ASINTOMATICO,111259
22/01/2022,F,20-29,CRITICO,16
22/01/2022,F,20-29,LIEVE,24233
22/01/2022,F,20-29,PAUCI-SINTOMATICO,28888
22/01/2022,F,20-29,SEVERO,343
22/01/2022,F,30-39,ASINTOMATICO,109148
22/01/2022,F,30-39,CRITICO,20
22/01/2022,F,30-39,LIEVE,27214
22/01/2022,F,30-39,PAUCI-SINTOMATICO,32423
22/01/2022,F,30-39,SEVERO,531
22/01/2022,F,40-49,ASINTOMATICO,128137
22/01/2022,F,40-49,CRITICO,58
22/01/2022,F,40-49,LIEVE,32825
22/01/2022,F,40-49,PAUCI-SINTOMATICO,38220
22/01/2022,F,40-49,SEVERO,474
22/01/2022,F,50-59,ASINTOMATICO,115109
22/01/2022,F,50-59,CRITICO,152
22/01/2022,F,50-59,LIEVE,27613
22/01/2022,F,50-59,PAUCI-SINTOMATICO,31593
22/01/2022,F,50-59,SEVERO,628
22/01/2022,F,60-69,ASINTOMATICO,62481
22/01/2022,F,60-69,CRITICO,233
22/01/2022,F,60-69,LIEVE,13324
22/01/2022,F,60-69,PAUCI-SINTOMATICO,15023
22/01/2022,F,60-69,SEVERO,888
22/01/2022,F,70-79,ASINTOMATICO,37667
22/01/2022,F,70-79,CRITICO,260
22/01/2022,F,70-79,LIEVE,7814
22/01/2022,F,70-79,PAUCI-SINTOMATICO,8309
22/01/2022,F,70-79,SEVERO,1410
22/01/2022,F,80-89,ASINTOMATICO,22322
22/01/2022,F,80-89,CRITICO,139
22/01/2022,F,80-89,LIEVE,4219
22/01/2022,F,80-89,PAUCI-SINTOMATICO,4530
22/01/2022,F,80-89,SEVERO,1748
22/01/2022,F,>90,ASINTOMATICO,7652
22/01/2022,F,>90,CRITICO,36
22/01/2022,F,>90,LIEVE,1308
22/01/2022,F,>90,PAUCI-SINTOMATICO,1445
22/01/2022,F,>90,SEVERO,675
22/01/2022,F,Non noto,ASINTOMATICO,13
22/01/2022,F,Non noto,PAUCI-SINTOMATICO,<5
22/01/2022,M,0-9,ASINTOMATICO,72790
22/01/2022,M,0-9,CRITICO,10
22/01/2022,M,0-9,LIEVE,18537
22/01/2022,M,0-9,PAUCI-SINTOMATICO,17265
22/01/2022,M,0-9,SEVERO,285
22/01/2022,M,10-19,ASINTOMATICO,113902
22/01/2022,M,10-19,CRITICO,12
22/01/2022,M,10-19,LIEVE,22515
22/01/2022,M,10-19,PAUCI-SINTOMATICO,24930
22/01/2022,M,10-19,SEVERO,106
22/01/2022,M,20-29,ASINTOMATICO,115088
22/01/2022,M,20-29,CRITICO,18
22/01/2022,M,20-29,LIEVE,22205
22/01/2022,M,20-29,PAUCI-SINTOMATICO,24048
22/01/2022,M,20-29,SEVERO,179
22/01/2022,M,30-39,ASINTOMATICO,103408
22/01/2022,M,30-39,CRITICO,32
22/01/2022,M,30-39,LIEVE,22218
22/01/2022,M,30-39,PAUCI-SINTOMATICO,24612
22/01/2022,M,30-39,SEVERO,242
22/01/2022,M,40-49,ASINTOMATICO,113852
22/01/2022,M,40-49,CRITICO,136
22/01/2022,M,40-49,LIEVE,26495
22/01/2022,M,40-49,PAUCI-SINTOMATICO,27888
22/01/2022,M,40-49,SEVERO,557
22/01/2022,M,50-59,ASINTOMATICO,107388
22/01/2022,M,50-59,CRITICO,300
22/01/2022,M,50-59,LIEVE,23401
22/01/2022,M,50-59,PAUCI-SINTOMATICO,25583
22/01/2022,M,50-59,SEVERO,1055
22/01/2022,M,60-69,ASINTOMATICO,60459
22/01/2022,M,60-69,CRITICO,451
22/01/2022,M,60-69,LIEVE,12212
22/01/2022,M,60-69,PAUCI-SINTOMATICO,13102
22/01/2022,M,60-69,SEVERO,1469
22/01/2022,M,70-79,ASINTOMATICO,34943
22/01/2022,M,70-79,CRITICO,452
22/01/2022,M,70-79,LIEVE,7049
22/01/2022,M,70-79,PAUCI-SINTOMATICO,7059
22/01/2022,M,70-79,SEVERO,1946
22/01/2022,M,80-89,ASINTOMATICO,15858
22/01/2022,M,80-89,CRITICO,159
22/01/2022,M,80-89,LIEVE,3365
22/01/2022,M,80-89,PAUCI-SINTOMATICO,3224
22/01/2022,M,80-89,SEVERO,1670
22/01/2022,M,>90,ASINTOMATICO,2794
22/01/2022,M,>90,CRITICO,32
22/01/2022,M,>90,LIEVE,604
22/01/2022,M,>90,PAUCI-SINTOMATICO,581
22/01/2022,M,>90,SEVERO,388
22/01/2022,M,Non noto,ASINTOMATICO,25
