iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
23/06/2022,F,0-9,ASINTOMATICO,39011
23/06/2022,F,0-9,CRITICO,<5
23/06/2022,F,0-9,LIEVE,5863
23/06/2022,F,0-9,PAUCI-SINTOMATICO,9673
23/06/2022,F,0-9,SEVERO,77
23/06/2022,F,10-19,ASINTOMATICO,56818
23/06/2022,F,10-19,CRITICO,<5
23/06/2022,F,10-19,LIEVE,7524
23/06/2022,F,10-19,PAUCI-SINTOMATICO,13793
23/06/2022,F,10-19,SEVERO,42
23/06/2022,F,20-29,ASINTOMATICO,55660
23/06/2022,F,20-29,CRITICO,7
23/06/2022,F,20-29,LIEVE,7353
23/06/2022,F,20-29,PAUCI-SINTOMATICO,13038
23/06/2022,F,20-29,SEVERO,95
23/06/2022,F,30-39,ASINTOMATICO,67701
23/06/2022,F,30-39,CRITICO,15
23/06/2022,F,30-39,LIEVE,9594
23/06/2022,F,30-39,PAUCI-SINTOMATICO,16415
23/06/2022,F,30-39,SEVERO,163
23/06/2022,F,40-49,ASINTOMATICO,77590
23/06/2022,F,40-49,CRITICO,29
23/06/2022,F,40-49,LIEVE,12334
23/06/2022,F,40-49,PAUCI-SINTOMATICO,20226
23/06/2022,F,40-49,SEVERO,154
23/06/2022,F,50-59,ASINTOMATICO,79819
23/06/2022,F,50-59,CRITICO,44
23/06/2022,F,50-59,LIEVE,12364
23/06/2022,F,50-59,PAUCI-SINTOMATICO,20335
23/06/2022,F,50-59,SEVERO,265
23/06/2022,F,60-69,ASINTOMATICO,53305
23/06/2022,F,60-69,CRITICO,83
23/06/2022,F,60-69,LIEVE,7194
23/06/2022,F,60-69,PAUCI-SINTOMATICO,12076
23/06/2022,F,60-69,SEVERO,373
23/06/2022,F,70-79,ASINTOMATICO,35586
23/06/2022,F,70-79,CRITICO,80
23/06/2022,F,70-79,LIEVE,5263
23/06/2022,F,70-79,PAUCI-SINTOMATICO,8068
23/06/2022,F,70-79,SEVERO,611
23/06/2022,F,80-89,ASINTOMATICO,22339
23/06/2022,F,80-89,CRITICO,70
23/06/2022,F,80-89,LIEVE,3746
23/06/2022,F,80-89,PAUCI-SINTOMATICO,5214
23/06/2022,F,80-89,SEVERO,909
23/06/2022,F,>90,ASINTOMATICO,7509
23/06/2022,F,>90,CRITICO,17
23/06/2022,F,>90,LIEVE,1225
23/06/2022,F,>90,PAUCI-SINTOMATICO,1681
23/06/2022,F,>90,SEVERO,403
23/06/2022,F,Non noto,ASINTOMATICO,14
23/06/2022,F,Non noto,CRITICO,<5
23/06/2022,F,Non noto,PAUCI-SINTOMATICO,<5
23/06/2022,M,0-9,ASINTOMATICO,42207
23/06/2022,M,0-9,CRITICO,9
23/06/2022,M,0-9,LIEVE,6214
23/06/2022,M,0-9,PAUCI-SINTOMATICO,10291
23/06/2022,M,0-9,SEVERO,103
23/06/2022,M,10-19,ASINTOMATICO,55574
23/06/2022,M,10-19,CRITICO,5
23/06/2022,M,10-19,LIEVE,7143
23/06/2022,M,10-19,PAUCI-SINTOMATICO,12789
23/06/2022,M,10-19,SEVERO,41
23/06/2022,M,20-29,ASINTOMATICO,49470
23/06/2022,M,20-29,CRITICO,9
23/06/2022,M,20-29,LIEVE,6050
23/06/2022,M,20-29,PAUCI-SINTOMATICO,10867
23/06/2022,M,20-29,SEVERO,38
23/06/2022,M,30-39,ASINTOMATICO,57565
23/06/2022,M,30-39,CRITICO,17
23/06/2022,M,30-39,LIEVE,7370
23/06/2022,M,30-39,PAUCI-SINTOMATICO,12478
23/06/2022,M,30-39,SEVERO,82
23/06/2022,M,40-49,ASINTOMATICO,64769
23/06/2022,M,40-49,CRITICO,40
23/06/2022,M,40-49,LIEVE,9128
23/06/2022,M,40-49,PAUCI-SINTOMATICO,15090
23/06/2022,M,40-49,SEVERO,193
23/06/2022,M,50-59,ASINTOMATICO,69210
23/06/2022,M,50-59,CRITICO,102
23/06/2022,M,50-59,LIEVE,9767
23/06/2022,M,50-59,PAUCI-SINTOMATICO,15924
23/06/2022,M,50-59,SEVERO,397
23/06/2022,M,60-69,ASINTOMATICO,47255
23/06/2022,M,60-69,CRITICO,138
23/06/2022,M,60-69,LIEVE,6285
23/06/2022,M,60-69,PAUCI-SINTOMATICO,9910
23/06/2022,M,60-69,SEVERO,520
23/06/2022,M,70-79,ASINTOMATICO,32897
23/06/2022,M,70-79,CRITICO,154
23/06/2022,M,70-79,LIEVE,4738
23/06/2022,M,70-79,PAUCI-SINTOMATICO,7017
23/06/2022,M,70-79,SEVERO,791
23/06/2022,M,80-89,ASINTOMATICO,16872
23/06/2022,M,80-89,CRITICO,95
23/06/2022,M,80-89,LIEVE,2960
23/06/2022,M,80-89,PAUCI-SINTOMATICO,3757
23/06/2022,M,80-89,SEVERO,853
23/06/2022,M,>90,ASINTOMATICO,3149
23/06/2022,M,>90,CRITICO,17
23/06/2022,M,>90,LIEVE,611
23/06/2022,M,>90,PAUCI-SINTOMATICO,712
23/06/2022,M,>90,SEVERO,249
23/06/2022,M,Non noto,ASINTOMATICO,25
23/06/2022,M,Non noto,LIEVE,<5
