iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
27/01/2021,F,0-9,ASINTOMATICO,9690
27/01/2021,F,0-9,CRITICO,5
27/01/2021,F,0-9,LIEVE,1728
27/01/2021,F,0-9,PAUCI-SINTOMATICO,1048
27/01/2021,F,0-9,SEVERO,76
27/01/2021,F,10-19,ASINTOMATICO,17629
27/01/2021,F,10-19,CRITICO,<5
27/01/2021,F,10-19,LIEVE,4175
27/01/2021,F,10-19,PAUCI-SINTOMATICO,3036
27/01/2021,F,10-19,SEVERO,67
27/01/2021,F,20-29,ASINTOMATICO,24133
27/01/2021,F,20-29,CRITICO,6
27/01/2021,F,20-29,LIEVE,7393
27/01/2021,F,20-29,PAUCI-SINTOMATICO,5061
27/01/2021,F,20-29,SEVERO,268
27/01/2021,F,30-39,ASINTOMATICO,23907
27/01/2021,F,30-39,CRITICO,22
27/01/2021,F,30-39,LIEVE,8261
27/01/2021,F,30-39,PAUCI-SINTOMATICO,5494
27/01/2021,F,30-39,SEVERO,472
27/01/2021,F,40-49,ASINTOMATICO,29814
27/01/2021,F,40-49,CRITICO,42
27/01/2021,F,40-49,LIEVE,11595
27/01/2021,F,40-49,PAUCI-SINTOMATICO,7128
27/01/2021,F,40-49,SEVERO,584
27/01/2021,F,50-59,ASINTOMATICO,33833
27/01/2021,F,50-59,CRITICO,118
27/01/2021,F,50-59,LIEVE,12257
27/01/2021,F,50-59,PAUCI-SINTOMATICO,7635
27/01/2021,F,50-59,SEVERO,1033
27/01/2021,F,60-69,ASINTOMATICO,20934
27/01/2021,F,60-69,CRITICO,260
27/01/2021,F,60-69,LIEVE,7415
27/01/2021,F,60-69,PAUCI-SINTOMATICO,4460
27/01/2021,F,60-69,SEVERO,1413
27/01/2021,F,70-79,ASINTOMATICO,15531
27/01/2021,F,70-79,CRITICO,307
27/01/2021,F,70-79,LIEVE,5413
27/01/2021,F,70-79,PAUCI-SINTOMATICO,3014
27/01/2021,F,70-79,SEVERO,2226
27/01/2021,F,80-89,ASINTOMATICO,15007
27/01/2021,F,80-89,CRITICO,164
27/01/2021,F,80-89,LIEVE,4359
27/01/2021,F,80-89,PAUCI-SINTOMATICO,2359
27/01/2021,F,80-89,SEVERO,3153
27/01/2021,F,>90,ASINTOMATICO,7223
27/01/2021,F,>90,CRITICO,42
27/01/2021,F,>90,LIEVE,1592
27/01/2021,F,>90,PAUCI-SINTOMATICO,860
27/01/2021,F,>90,SEVERO,1003
27/01/2021,F,Non noto,ASINTOMATICO,23
27/01/2021,F,Non noto,LIEVE,<5
27/01/2021,F,Non noto,PAUCI-SINTOMATICO,<5
27/01/2021,F,Non noto,SEVERO,<5
27/01/2021,M,0-9,ASINTOMATICO,10230
27/01/2021,M,0-9,CRITICO,<5
27/01/2021,M,0-9,LIEVE,1967
27/01/2021,M,0-9,PAUCI-SINTOMATICO,1159
27/01/2021,M,0-9,SEVERO,89
27/01/2021,M,10-19,ASINTOMATICO,19332
27/01/2021,M,10-19,CRITICO,5
27/01/2021,M,10-19,LIEVE,4273
27/01/2021,M,10-19,PAUCI-SINTOMATICO,2853
27/01/2021,M,10-19,SEVERO,97
27/01/2021,M,20-29,ASINTOMATICO,24983
27/01/2021,M,20-29,CRITICO,22
27/01/2021,M,20-29,LIEVE,7093
27/01/2021,M,20-29,PAUCI-SINTOMATICO,4539
27/01/2021,M,20-29,SEVERO,239
27/01/2021,M,30-39,ASINTOMATICO,24207
27/01/2021,M,30-39,CRITICO,43
27/01/2021,M,30-39,LIEVE,7510
27/01/2021,M,30-39,PAUCI-SINTOMATICO,4736
27/01/2021,M,30-39,SEVERO,459
27/01/2021,M,40-49,ASINTOMATICO,27420
27/01/2021,M,40-49,CRITICO,134
27/01/2021,M,40-49,LIEVE,9690
27/01/2021,M,40-49,PAUCI-SINTOMATICO,5506
27/01/2021,M,40-49,SEVERO,970
27/01/2021,M,50-59,ASINTOMATICO,32162
27/01/2021,M,50-59,CRITICO,404
27/01/2021,M,50-59,LIEVE,11270
27/01/2021,M,50-59,PAUCI-SINTOMATICO,6288
27/01/2021,M,50-59,SEVERO,2018
27/01/2021,M,60-69,ASINTOMATICO,22380
27/01/2021,M,60-69,CRITICO,718
27/01/2021,M,60-69,LIEVE,7577
27/01/2021,M,60-69,PAUCI-SINTOMATICO,4144
27/01/2021,M,60-69,SEVERO,2575
27/01/2021,M,70-79,ASINTOMATICO,14336
27/01/2021,M,70-79,CRITICO,768
27/01/2021,M,70-79,LIEVE,5244
27/01/2021,M,70-79,PAUCI-SINTOMATICO,2556
27/01/2021,M,70-79,SEVERO,3287
27/01/2021,M,80-89,ASINTOMATICO,8475
27/01/2021,M,80-89,CRITICO,243
27/01/2021,M,80-89,LIEVE,3185
27/01/2021,M,80-89,PAUCI-SINTOMATICO,1449
27/01/2021,M,80-89,SEVERO,2793
27/01/2021,M,>90,ASINTOMATICO,1824
27/01/2021,M,>90,CRITICO,22
27/01/2021,M,>90,LIEVE,586
27/01/2021,M,>90,PAUCI-SINTOMATICO,287
27/01/2021,M,>90,SEVERO,534
27/01/2021,M,Non noto,ASINTOMATICO,21
27/01/2021,M,Non noto,LIEVE,<5
27/01/2021,M,Non noto,PAUCI-SINTOMATICO,<5
