iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
25/01/2021,F,0-9,ASINTOMATICO,9872
25/01/2021,F,0-9,CRITICO,6
25/01/2021,F,0-9,LIEVE,1821
25/01/2021,F,0-9,PAUCI-SINTOMATICO,1264
25/01/2021,F,0-9,SEVERO,75
25/01/2021,F,10-19,ASINTOMATICO,18434
25/01/2021,F,10-19,CRITICO,<5
25/01/2021,F,10-19,LIEVE,4468
25/01/2021,F,10-19,PAUCI-SINTOMATICO,3584
25/01/2021,F,10-19,SEVERO,74
25/01/2021,F,20-29,ASINTOMATICO,25381
25/01/2021,F,20-29,CRITICO,6
25/01/2021,F,20-29,LIEVE,7849
25/01/2021,F,20-29,PAUCI-SINTOMATICO,5655
25/01/2021,F,20-29,SEVERO,279
25/01/2021,F,30-39,ASINTOMATICO,24996
25/01/2021,F,30-39,CRITICO,24
25/01/2021,F,30-39,LIEVE,8837
25/01/2021,F,30-39,PAUCI-SINTOMATICO,6246
25/01/2021,F,30-39,SEVERO,467
25/01/2021,F,40-49,ASINTOMATICO,31378
25/01/2021,F,40-49,CRITICO,42
25/01/2021,F,40-49,LIEVE,12476
25/01/2021,F,40-49,PAUCI-SINTOMATICO,8229
25/01/2021,F,40-49,SEVERO,585
25/01/2021,F,50-59,ASINTOMATICO,35130
25/01/2021,F,50-59,CRITICO,124
25/01/2021,F,50-59,LIEVE,13118
25/01/2021,F,50-59,PAUCI-SINTOMATICO,8882
25/01/2021,F,50-59,SEVERO,1043
25/01/2021,F,60-69,ASINTOMATICO,21588
25/01/2021,F,60-69,CRITICO,253
25/01/2021,F,60-69,LIEVE,7894
25/01/2021,F,60-69,PAUCI-SINTOMATICO,5110
25/01/2021,F,60-69,SEVERO,1416
25/01/2021,F,70-79,ASINTOMATICO,15991
25/01/2021,F,70-79,CRITICO,306
25/01/2021,F,70-79,LIEVE,5660
25/01/2021,F,70-79,PAUCI-SINTOMATICO,3382
25/01/2021,F,70-79,SEVERO,2219
25/01/2021,F,80-89,ASINTOMATICO,15397
25/01/2021,F,80-89,CRITICO,165
25/01/2021,F,80-89,LIEVE,4528
25/01/2021,F,80-89,PAUCI-SINTOMATICO,2635
25/01/2021,F,80-89,SEVERO,3150
25/01/2021,F,>90,ASINTOMATICO,7365
25/01/2021,F,>90,CRITICO,43
25/01/2021,F,>90,LIEVE,1626
25/01/2021,F,>90,PAUCI-SINTOMATICO,921
25/01/2021,F,>90,SEVERO,1007
25/01/2021,F,Non noto,ASINTOMATICO,23
25/01/2021,F,Non noto,LIEVE,<5
25/01/2021,F,Non noto,PAUCI-SINTOMATICO,<5
25/01/2021,F,Non noto,SEVERO,<5
25/01/2021,M,0-9,ASINTOMATICO,10421
25/01/2021,M,0-9,CRITICO,<5
25/01/2021,M,0-9,LIEVE,2037
25/01/2021,M,0-9,PAUCI-SINTOMATICO,1417
25/01/2021,M,0-9,SEVERO,95
25/01/2021,M,10-19,ASINTOMATICO,20238
25/01/2021,M,10-19,CRITICO,5
25/01/2021,M,10-19,LIEVE,4601
25/01/2021,M,10-19,PAUCI-SINTOMATICO,3450
25/01/2021,M,10-19,SEVERO,97
25/01/2021,M,20-29,ASINTOMATICO,26397
25/01/2021,M,20-29,CRITICO,22
25/01/2021,M,20-29,LIEVE,7548
25/01/2021,M,20-29,PAUCI-SINTOMATICO,5206
25/01/2021,M,20-29,SEVERO,237
25/01/2021,M,30-39,ASINTOMATICO,25292
25/01/2021,M,30-39,CRITICO,42
25/01/2021,M,30-39,LIEVE,7984
25/01/2021,M,30-39,PAUCI-SINTOMATICO,5462
25/01/2021,M,30-39,SEVERO,450
25/01/2021,M,40-49,ASINTOMATICO,28905
25/01/2021,M,40-49,CRITICO,131
25/01/2021,M,40-49,LIEVE,10287
25/01/2021,M,40-49,PAUCI-SINTOMATICO,6399
25/01/2021,M,40-49,SEVERO,979
25/01/2021,M,50-59,ASINTOMATICO,33548
25/01/2021,M,50-59,CRITICO,409
25/01/2021,M,50-59,LIEVE,12021
25/01/2021,M,50-59,PAUCI-SINTOMATICO,7308
25/01/2021,M,50-59,SEVERO,2025
25/01/2021,M,60-69,ASINTOMATICO,23119
25/01/2021,M,60-69,CRITICO,711
25/01/2021,M,60-69,LIEVE,8042
25/01/2021,M,60-69,PAUCI-SINTOMATICO,4807
25/01/2021,M,60-69,SEVERO,2576
25/01/2021,M,70-79,ASINTOMATICO,14746
25/01/2021,M,70-79,CRITICO,771
25/01/2021,M,70-79,LIEVE,5523
25/01/2021,M,70-79,PAUCI-SINTOMATICO,2980
25/01/2021,M,70-79,SEVERO,3241
25/01/2021,M,80-89,ASINTOMATICO,8699
25/01/2021,M,80-89,CRITICO,235
25/01/2021,M,80-89,LIEVE,3305
25/01/2021,M,80-89,PAUCI-SINTOMATICO,1636
25/01/2021,M,80-89,SEVERO,2825
25/01/2021,M,>90,ASINTOMATICO,1846
25/01/2021,M,>90,CRITICO,22
25/01/2021,M,>90,LIEVE,614
25/01/2021,M,>90,PAUCI-SINTOMATICO,310
25/01/2021,M,>90,SEVERO,544
25/01/2021,M,Non noto,ASINTOMATICO,23
25/01/2021,M,Non noto,LIEVE,<5
25/01/2021,M,Non noto,PAUCI-SINTOMATICO,<5
