iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
07/03/2022,F,0-9,ASINTOMATICO,64031
07/03/2022,F,0-9,CRITICO,5
07/03/2022,F,0-9,LIEVE,8911
07/03/2022,F,0-9,PAUCI-SINTOMATICO,13635
07/03/2022,F,0-9,SEVERO,154
07/03/2022,F,10-19,ASINTOMATICO,84201
07/03/2022,F,10-19,CRITICO,<5
07/03/2022,F,10-19,LIEVE,10891
07/03/2022,F,10-19,PAUCI-SINTOMATICO,17307
07/03/2022,F,10-19,SEVERO,90
07/03/2022,F,20-29,ASINTOMATICO,74167
07/03/2022,F,20-29,CRITICO,7
07/03/2022,F,20-29,LIEVE,10214
07/03/2022,F,20-29,PAUCI-SINTOMATICO,15511
07/03/2022,F,20-29,SEVERO,183
07/03/2022,F,30-39,ASINTOMATICO,88181
07/03/2022,F,30-39,CRITICO,15
07/03/2022,F,30-39,LIEVE,13179
07/03/2022,F,30-39,PAUCI-SINTOMATICO,19536
07/03/2022,F,30-39,SEVERO,285
07/03/2022,F,40-49,ASINTOMATICO,102265
07/03/2022,F,40-49,CRITICO,46
07/03/2022,F,40-49,LIEVE,16436
07/03/2022,F,40-49,PAUCI-SINTOMATICO,22928
07/03/2022,F,40-49,SEVERO,270
07/03/2022,F,50-59,ASINTOMATICO,83921
07/03/2022,F,50-59,CRITICO,93
07/03/2022,F,50-59,LIEVE,14013
07/03/2022,F,50-59,PAUCI-SINTOMATICO,18653
07/03/2022,F,50-59,SEVERO,356
07/03/2022,F,60-69,ASINTOMATICO,48491
07/03/2022,F,60-69,CRITICO,148
07/03/2022,F,60-69,LIEVE,7978
07/03/2022,F,60-69,PAUCI-SINTOMATICO,10427
07/03/2022,F,60-69,SEVERO,547
07/03/2022,F,70-79,ASINTOMATICO,30325
07/03/2022,F,70-79,CRITICO,145
07/03/2022,F,70-79,LIEVE,5325
07/03/2022,F,70-79,PAUCI-SINTOMATICO,6133
07/03/2022,F,70-79,SEVERO,859
07/03/2022,F,80-89,ASINTOMATICO,21533
07/03/2022,F,80-89,CRITICO,107
07/03/2022,F,80-89,LIEVE,3631
07/03/2022,F,80-89,PAUCI-SINTOMATICO,4123
07/03/2022,F,80-89,SEVERO,1342
07/03/2022,F,>90,ASINTOMATICO,8914
07/03/2022,F,>90,CRITICO,31
07/03/2022,F,>90,LIEVE,1335
07/03/2022,F,>90,PAUCI-SINTOMATICO,1512
07/03/2022,F,>90,SEVERO,511
07/03/2022,F,Non noto,ASINTOMATICO,21
07/03/2022,F,Non noto,LIEVE,<5
07/03/2022,F,Non noto,PAUCI-SINTOMATICO,<5
07/03/2022,M,0-9,ASINTOMATICO,70167
07/03/2022,M,0-9,CRITICO,12
07/03/2022,M,0-9,LIEVE,9572
07/03/2022,M,0-9,PAUCI-SINTOMATICO,14357
07/03/2022,M,0-9,SEVERO,219
07/03/2022,M,10-19,ASINTOMATICO,87622
07/03/2022,M,10-19,CRITICO,8
07/03/2022,M,10-19,LIEVE,10617
07/03/2022,M,10-19,PAUCI-SINTOMATICO,16827
07/03/2022,M,10-19,SEVERO,78
07/03/2022,M,20-29,ASINTOMATICO,71400
07/03/2022,M,20-29,CRITICO,10
07/03/2022,M,20-29,LIEVE,9294
07/03/2022,M,20-29,PAUCI-SINTOMATICO,13357
07/03/2022,M,20-29,SEVERO,95
07/03/2022,M,30-39,ASINTOMATICO,75244
07/03/2022,M,30-39,CRITICO,27
07/03/2022,M,30-39,LIEVE,9965
07/03/2022,M,30-39,PAUCI-SINTOMATICO,14410
07/03/2022,M,30-39,SEVERO,126
07/03/2022,M,40-49,ASINTOMATICO,88236
07/03/2022,M,40-49,CRITICO,68
07/03/2022,M,40-49,LIEVE,12473
07/03/2022,M,40-49,PAUCI-SINTOMATICO,16996
07/03/2022,M,40-49,SEVERO,356
07/03/2022,M,50-59,ASINTOMATICO,76629
07/03/2022,M,50-59,CRITICO,174
07/03/2022,M,50-59,LIEVE,11560
07/03/2022,M,50-59,PAUCI-SINTOMATICO,15172
07/03/2022,M,50-59,SEVERO,616
07/03/2022,M,60-69,ASINTOMATICO,45384
07/03/2022,M,60-69,CRITICO,266
07/03/2022,M,60-69,LIEVE,7074
07/03/2022,M,60-69,PAUCI-SINTOMATICO,8618
07/03/2022,M,60-69,SEVERO,833
07/03/2022,M,70-79,ASINTOMATICO,28051
07/03/2022,M,70-79,CRITICO,281
07/03/2022,M,70-79,LIEVE,4923
07/03/2022,M,70-79,PAUCI-SINTOMATICO,5398
07/03/2022,M,70-79,SEVERO,1145
07/03/2022,M,80-89,ASINTOMATICO,15105
07/03/2022,M,80-89,CRITICO,121
07/03/2022,M,80-89,LIEVE,2823
07/03/2022,M,80-89,PAUCI-SINTOMATICO,2872
07/03/2022,M,80-89,SEVERO,1200
07/03/2022,M,>90,ASINTOMATICO,3197
07/03/2022,M,>90,CRITICO,23
07/03/2022,M,>90,LIEVE,617
07/03/2022,M,>90,PAUCI-SINTOMATICO,570
07/03/2022,M,>90,SEVERO,295
07/03/2022,M,Non noto,ASINTOMATICO,49
07/03/2022,M,Non noto,LIEVE,<5
