iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
26/04/2022,F,0-9,ASINTOMATICO,60229
26/04/2022,F,0-9,CRITICO,5
26/04/2022,F,0-9,LIEVE,7925
26/04/2022,F,0-9,PAUCI-SINTOMATICO,12516
26/04/2022,F,0-9,SEVERO,113
26/04/2022,F,10-19,ASINTOMATICO,83722
26/04/2022,F,10-19,CRITICO,7
26/04/2022,F,10-19,LIEVE,9337
26/04/2022,F,10-19,PAUCI-SINTOMATICO,17273
26/04/2022,F,10-19,SEVERO,71
26/04/2022,F,20-29,ASINTOMATICO,75218
26/04/2022,F,20-29,CRITICO,15
26/04/2022,F,20-29,LIEVE,8530
26/04/2022,F,20-29,PAUCI-SINTOMATICO,15882
26/04/2022,F,20-29,SEVERO,126
26/04/2022,F,30-39,ASINTOMATICO,94162
26/04/2022,F,30-39,CRITICO,18
26/04/2022,F,30-39,LIEVE,11479
26/04/2022,F,30-39,PAUCI-SINTOMATICO,20615
26/04/2022,F,30-39,SEVERO,237
26/04/2022,F,40-49,ASINTOMATICO,109019
26/04/2022,F,40-49,CRITICO,39
26/04/2022,F,40-49,LIEVE,14491
26/04/2022,F,40-49,PAUCI-SINTOMATICO,25122
26/04/2022,F,40-49,SEVERO,207
26/04/2022,F,50-59,ASINTOMATICO,106493
26/04/2022,F,50-59,CRITICO,53
26/04/2022,F,50-59,LIEVE,13842
26/04/2022,F,50-59,PAUCI-SINTOMATICO,23208
26/04/2022,F,50-59,SEVERO,313
26/04/2022,F,60-69,ASINTOMATICO,70596
26/04/2022,F,60-69,CRITICO,102
26/04/2022,F,60-69,LIEVE,8373
26/04/2022,F,60-69,PAUCI-SINTOMATICO,13900
26/04/2022,F,60-69,SEVERO,456
26/04/2022,F,70-79,ASINTOMATICO,48755
26/04/2022,F,70-79,CRITICO,107
26/04/2022,F,70-79,LIEVE,6276
26/04/2022,F,70-79,PAUCI-SINTOMATICO,9579
26/04/2022,F,70-79,SEVERO,832
26/04/2022,F,80-89,ASINTOMATICO,33321
26/04/2022,F,80-89,CRITICO,85
26/04/2022,F,80-89,LIEVE,4786
26/04/2022,F,80-89,PAUCI-SINTOMATICO,6821
26/04/2022,F,80-89,SEVERO,1350
26/04/2022,F,>90,ASINTOMATICO,11700
26/04/2022,F,>90,CRITICO,26
26/04/2022,F,>90,LIEVE,1627
26/04/2022,F,>90,PAUCI-SINTOMATICO,2302
26/04/2022,F,>90,SEVERO,582
26/04/2022,F,Non noto,ASINTOMATICO,18
26/04/2022,F,Non noto,CRITICO,<5
26/04/2022,F,Non noto,LIEVE,<5
26/04/2022,F,Non noto,PAUCI-SINTOMATICO,<5
26/04/2022,M,0-9,ASINTOMATICO,64434
26/04/2022,M,0-9,CRITICO,10
26/04/2022,M,0-9,LIEVE,8361
26/04/2022,M,0-9,PAUCI-SINTOMATICO,13068
26/04/2022,M,0-9,SEVERO,144
26/04/2022,M,10-19,ASINTOMATICO,80906
26/04/2022,M,10-19,CRITICO,9
26/04/2022,M,10-19,LIEVE,8709
26/04/2022,M,10-19,PAUCI-SINTOMATICO,15816
26/04/2022,M,10-19,SEVERO,61
26/04/2022,M,20-29,ASINTOMATICO,67475
26/04/2022,M,20-29,CRITICO,7
26/04/2022,M,20-29,LIEVE,6837
26/04/2022,M,20-29,PAUCI-SINTOMATICO,12976
26/04/2022,M,20-29,SEVERO,67
26/04/2022,M,30-39,ASINTOMATICO,77883
26/04/2022,M,30-39,CRITICO,22
26/04/2022,M,30-39,LIEVE,8311
26/04/2022,M,30-39,PAUCI-SINTOMATICO,14942
26/04/2022,M,30-39,SEVERO,105
26/04/2022,M,40-49,ASINTOMATICO,90076
26/04/2022,M,40-49,CRITICO,38
26/04/2022,M,40-49,LIEVE,10403
26/04/2022,M,40-49,PAUCI-SINTOMATICO,18154
26/04/2022,M,40-49,SEVERO,245
26/04/2022,M,50-59,ASINTOMATICO,91884
26/04/2022,M,50-59,CRITICO,121
26/04/2022,M,50-59,LIEVE,10491
26/04/2022,M,50-59,PAUCI-SINTOMATICO,18098
26/04/2022,M,50-59,SEVERO,488
26/04/2022,M,60-69,ASINTOMATICO,62565
26/04/2022,M,60-69,CRITICO,172
26/04/2022,M,60-69,LIEVE,7065
26/04/2022,M,60-69,PAUCI-SINTOMATICO,11399
26/04/2022,M,60-69,SEVERO,738
26/04/2022,M,70-79,ASINTOMATICO,44231
26/04/2022,M,70-79,CRITICO,191
26/04/2022,M,70-79,LIEVE,5582
26/04/2022,M,70-79,PAUCI-SINTOMATICO,8189
26/04/2022,M,70-79,SEVERO,1098
26/04/2022,M,80-89,ASINTOMATICO,24885
26/04/2022,M,80-89,CRITICO,104
26/04/2022,M,80-89,LIEVE,3706
26/04/2022,M,80-89,PAUCI-SINTOMATICO,4736
26/04/2022,M,80-89,SEVERO,1320
26/04/2022,M,>90,ASINTOMATICO,4679
26/04/2022,M,>90,CRITICO,16
26/04/2022,M,>90,LIEVE,758
26/04/2022,M,>90,PAUCI-SINTOMATICO,907
26/04/2022,M,>90,SEVERO,384
26/04/2022,M,Non noto,ASINTOMATICO,29
26/04/2022,M,Non noto,LIEVE,<5
26/04/2022,M,Non noto,PAUCI-SINTOMATICO,<5
