iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
08/09/2021,F,0-9,ASINTOMATICO,5270
08/09/2021,F,0-9,LIEVE,1345
08/09/2021,F,0-9,PAUCI-SINTOMATICO,1309
08/09/2021,F,0-9,SEVERO,31
08/09/2021,F,10-19,ASINTOMATICO,9692
08/09/2021,F,10-19,CRITICO,<5
08/09/2021,F,10-19,LIEVE,3547
08/09/2021,F,10-19,PAUCI-SINTOMATICO,3254
08/09/2021,F,10-19,SEVERO,36
08/09/2021,F,20-29,ASINTOMATICO,9320
08/09/2021,F,20-29,CRITICO,9
08/09/2021,F,20-29,LIEVE,3940
08/09/2021,F,20-29,PAUCI-SINTOMATICO,3723
08/09/2021,F,20-29,SEVERO,88
08/09/2021,F,30-39,ASINTOMATICO,8866
08/09/2021,F,30-39,CRITICO,18
08/09/2021,F,30-39,LIEVE,3791
08/09/2021,F,30-39,PAUCI-SINTOMATICO,3582
08/09/2021,F,30-39,SEVERO,182
08/09/2021,F,40-49,ASINTOMATICO,10119
08/09/2021,F,40-49,CRITICO,27
08/09/2021,F,40-49,LIEVE,4305
08/09/2021,F,40-49,PAUCI-SINTOMATICO,3765
08/09/2021,F,40-49,SEVERO,225
08/09/2021,F,50-59,ASINTOMATICO,9940
08/09/2021,F,50-59,CRITICO,80
08/09/2021,F,50-59,LIEVE,3814
08/09/2021,F,50-59,PAUCI-SINTOMATICO,3339
08/09/2021,F,50-59,SEVERO,325
08/09/2021,F,60-69,ASINTOMATICO,5807
08/09/2021,F,60-69,CRITICO,100
08/09/2021,F,60-69,LIEVE,2161
08/09/2021,F,60-69,PAUCI-SINTOMATICO,2000
08/09/2021,F,60-69,SEVERO,340
08/09/2021,F,70-79,ASINTOMATICO,4203
08/09/2021,F,70-79,CRITICO,86
08/09/2021,F,70-79,LIEVE,1617
08/09/2021,F,70-79,PAUCI-SINTOMATICO,1246
08/09/2021,F,70-79,SEVERO,419
08/09/2021,F,80-89,ASINTOMATICO,3881
08/09/2021,F,80-89,CRITICO,55
08/09/2021,F,80-89,LIEVE,1095
08/09/2021,F,80-89,PAUCI-SINTOMATICO,964
08/09/2021,F,80-89,SEVERO,498
08/09/2021,F,>90,ASINTOMATICO,1704
08/09/2021,F,>90,CRITICO,9
08/09/2021,F,>90,LIEVE,397
08/09/2021,F,>90,PAUCI-SINTOMATICO,353
08/09/2021,F,>90,SEVERO,173
08/09/2021,F,Non noto,ASINTOMATICO,14
08/09/2021,F,Non noto,PAUCI-SINTOMATICO,<5
08/09/2021,F,Non noto,SEVERO,<5
08/09/2021,M,0-9,ASINTOMATICO,5632
08/09/2021,M,0-9,LIEVE,1422
08/09/2021,M,0-9,PAUCI-SINTOMATICO,1329
08/09/2021,M,0-9,SEVERO,42
08/09/2021,M,10-19,ASINTOMATICO,11021
08/09/2021,M,10-19,CRITICO,<5
08/09/2021,M,10-19,LIEVE,3633
08/09/2021,M,10-19,PAUCI-SINTOMATICO,3265
08/09/2021,M,10-19,SEVERO,48
08/09/2021,M,20-29,ASINTOMATICO,11452
08/09/2021,M,20-29,CRITICO,9
08/09/2021,M,20-29,LIEVE,4706
08/09/2021,M,20-29,PAUCI-SINTOMATICO,4019
08/09/2021,M,20-29,SEVERO,118
08/09/2021,M,30-39,ASINTOMATICO,9175
08/09/2021,M,30-39,CRITICO,29
08/09/2021,M,30-39,LIEVE,3404
08/09/2021,M,30-39,PAUCI-SINTOMATICO,3107
08/09/2021,M,30-39,SEVERO,206
08/09/2021,M,40-49,ASINTOMATICO,9600
08/09/2021,M,40-49,CRITICO,77
08/09/2021,M,40-49,LIEVE,3727
08/09/2021,M,40-49,PAUCI-SINTOMATICO,3186
08/09/2021,M,40-49,SEVERO,373
08/09/2021,M,50-59,ASINTOMATICO,9561
08/09/2021,M,50-59,CRITICO,163
08/09/2021,M,50-59,LIEVE,3458
08/09/2021,M,50-59,PAUCI-SINTOMATICO,3101
08/09/2021,M,50-59,SEVERO,510
08/09/2021,M,60-69,ASINTOMATICO,6182
08/09/2021,M,60-69,CRITICO,186
08/09/2021,M,60-69,LIEVE,2249
08/09/2021,M,60-69,PAUCI-SINTOMATICO,1816
08/09/2021,M,60-69,SEVERO,486
08/09/2021,M,70-79,ASINTOMATICO,3965
08/09/2021,M,70-79,CRITICO,157
08/09/2021,M,70-79,LIEVE,1502
08/09/2021,M,70-79,PAUCI-SINTOMATICO,1145
08/09/2021,M,70-79,SEVERO,495
08/09/2021,M,80-89,ASINTOMATICO,2452
08/09/2021,M,80-89,CRITICO,66
08/09/2021,M,80-89,LIEVE,892
08/09/2021,M,80-89,PAUCI-SINTOMATICO,588
08/09/2021,M,80-89,SEVERO,472
08/09/2021,M,>90,ASINTOMATICO,553
08/09/2021,M,>90,CRITICO,6
08/09/2021,M,>90,LIEVE,177
08/09/2021,M,>90,PAUCI-SINTOMATICO,139
08/09/2021,M,>90,SEVERO,94
08/09/2021,M,Non noto,ASINTOMATICO,14
08/09/2021,M,Non noto,LIEVE,<5
08/09/2021,M,Non noto,PAUCI-SINTOMATICO,<5
