iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
11/01/2022,F,0-9,ASINTOMATICO,33449
11/01/2022,F,0-9,CRITICO,<5
11/01/2022,F,0-9,LIEVE,8689
11/01/2022,F,0-9,PAUCI-SINTOMATICO,9575
11/01/2022,F,0-9,SEVERO,158
11/01/2022,F,10-19,ASINTOMATICO,69287
11/01/2022,F,10-19,CRITICO,<5
11/01/2022,F,10-19,LIEVE,16319
11/01/2022,F,10-19,PAUCI-SINTOMATICO,21217
11/01/2022,F,10-19,SEVERO,97
11/01/2022,F,20-29,ASINTOMATICO,81034
11/01/2022,F,20-29,CRITICO,10
11/01/2022,F,20-29,LIEVE,19942
11/01/2022,F,20-29,PAUCI-SINTOMATICO,28931
11/01/2022,F,20-29,SEVERO,285
11/01/2022,F,30-39,ASINTOMATICO,67786
11/01/2022,F,30-39,CRITICO,19
11/01/2022,F,30-39,LIEVE,19558
11/01/2022,F,30-39,PAUCI-SINTOMATICO,26256
11/01/2022,F,30-39,SEVERO,478
11/01/2022,F,40-49,ASINTOMATICO,76451
11/01/2022,F,40-49,CRITICO,63
11/01/2022,F,40-49,LIEVE,24206
11/01/2022,F,40-49,PAUCI-SINTOMATICO,29670
11/01/2022,F,40-49,SEVERO,441
11/01/2022,F,50-59,ASINTOMATICO,68904
11/01/2022,F,50-59,CRITICO,136
11/01/2022,F,50-59,LIEVE,20216
11/01/2022,F,50-59,PAUCI-SINTOMATICO,25094
11/01/2022,F,50-59,SEVERO,718
11/01/2022,F,60-69,ASINTOMATICO,36672
11/01/2022,F,60-69,CRITICO,236
11/01/2022,F,60-69,LIEVE,10278
11/01/2022,F,60-69,PAUCI-SINTOMATICO,11975
11/01/2022,F,60-69,SEVERO,906
11/01/2022,F,70-79,ASINTOMATICO,22083
11/01/2022,F,70-79,CRITICO,240
11/01/2022,F,70-79,LIEVE,6287
11/01/2022,F,70-79,PAUCI-SINTOMATICO,6811
11/01/2022,F,70-79,SEVERO,1358
11/01/2022,F,80-89,ASINTOMATICO,12547
11/01/2022,F,80-89,CRITICO,99
11/01/2022,F,80-89,LIEVE,3035
11/01/2022,F,80-89,PAUCI-SINTOMATICO,3230
11/01/2022,F,80-89,SEVERO,1515
11/01/2022,F,>90,ASINTOMATICO,4264
11/01/2022,F,>90,CRITICO,34
11/01/2022,F,>90,LIEVE,895
11/01/2022,F,>90,PAUCI-SINTOMATICO,1031
11/01/2022,F,>90,SEVERO,565
11/01/2022,F,Non noto,ASINTOMATICO,8
11/01/2022,F,Non noto,LIEVE,<5
11/01/2022,F,Non noto,PAUCI-SINTOMATICO,<5
11/01/2022,M,0-9,ASINTOMATICO,36166
11/01/2022,M,0-9,CRITICO,8
11/01/2022,M,0-9,LIEVE,9275
11/01/2022,M,0-9,PAUCI-SINTOMATICO,9888
11/01/2022,M,0-9,SEVERO,222
11/01/2022,M,10-19,ASINTOMATICO,68531
11/01/2022,M,10-19,CRITICO,6
11/01/2022,M,10-19,LIEVE,15361
11/01/2022,M,10-19,PAUCI-SINTOMATICO,18406
11/01/2022,M,10-19,SEVERO,80
11/01/2022,M,20-29,ASINTOMATICO,85622
11/01/2022,M,20-29,CRITICO,16
11/01/2022,M,20-29,LIEVE,19474
11/01/2022,M,20-29,PAUCI-SINTOMATICO,24974
11/01/2022,M,20-29,SEVERO,163
11/01/2022,M,30-39,ASINTOMATICO,67588
11/01/2022,M,30-39,CRITICO,34
11/01/2022,M,30-39,LIEVE,17157
11/01/2022,M,30-39,PAUCI-SINTOMATICO,21830
11/01/2022,M,30-39,SEVERO,242
11/01/2022,M,40-49,ASINTOMATICO,69307
11/01/2022,M,40-49,CRITICO,146
11/01/2022,M,40-49,LIEVE,20092
11/01/2022,M,40-49,PAUCI-SINTOMATICO,22673
11/01/2022,M,40-49,SEVERO,589
11/01/2022,M,50-59,ASINTOMATICO,65467
11/01/2022,M,50-59,CRITICO,326
11/01/2022,M,50-59,LIEVE,18006
11/01/2022,M,50-59,PAUCI-SINTOMATICO,20880
11/01/2022,M,50-59,SEVERO,1151
11/01/2022,M,60-69,ASINTOMATICO,37117
11/01/2022,M,60-69,CRITICO,448
11/01/2022,M,60-69,LIEVE,9940
11/01/2022,M,60-69,PAUCI-SINTOMATICO,10941
11/01/2022,M,60-69,SEVERO,1455
11/01/2022,M,70-79,ASINTOMATICO,20906
11/01/2022,M,70-79,CRITICO,402
11/01/2022,M,70-79,LIEVE,5982
11/01/2022,M,70-79,PAUCI-SINTOMATICO,5806
11/01/2022,M,70-79,SEVERO,1836
11/01/2022,M,80-89,ASINTOMATICO,8854
11/01/2022,M,80-89,CRITICO,145
11/01/2022,M,80-89,LIEVE,2346
11/01/2022,M,80-89,PAUCI-SINTOMATICO,2283
11/01/2022,M,80-89,SEVERO,1456
11/01/2022,M,>90,ASINTOMATICO,1538
11/01/2022,M,>90,CRITICO,25
11/01/2022,M,>90,LIEVE,410
11/01/2022,M,>90,PAUCI-SINTOMATICO,384
11/01/2022,M,>90,SEVERO,327
11/01/2022,M,Non noto,ASINTOMATICO,19
11/01/2022,M,Non noto,PAUCI-SINTOMATICO,<5
