iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
06/01/2021,F,0-9,ASINTOMATICO,10810
06/01/2021,F,0-9,CRITICO,7
06/01/2021,F,0-9,LIEVE,2022
06/01/2021,F,0-9,PAUCI-SINTOMATICO,1149
06/01/2021,F,0-9,SEVERO,80
06/01/2021,F,10-19,ASINTOMATICO,20757
06/01/2021,F,10-19,CRITICO,<5
06/01/2021,F,10-19,LIEVE,5474
06/01/2021,F,10-19,PAUCI-SINTOMATICO,3345
06/01/2021,F,10-19,SEVERO,83
06/01/2021,F,20-29,ASINTOMATICO,28900
06/01/2021,F,20-29,CRITICO,12
06/01/2021,F,20-29,LIEVE,10069
06/01/2021,F,20-29,PAUCI-SINTOMATICO,5602
06/01/2021,F,20-29,SEVERO,337
06/01/2021,F,30-39,ASINTOMATICO,28486
06/01/2021,F,30-39,CRITICO,25
06/01/2021,F,30-39,LIEVE,11565
06/01/2021,F,30-39,PAUCI-SINTOMATICO,6426
06/01/2021,F,30-39,SEVERO,560
06/01/2021,F,40-49,ASINTOMATICO,36902
06/01/2021,F,40-49,CRITICO,53
06/01/2021,F,40-49,LIEVE,16418
06/01/2021,F,40-49,PAUCI-SINTOMATICO,8496
06/01/2021,F,40-49,SEVERO,749
06/01/2021,F,50-59,ASINTOMATICO,40411
06/01/2021,F,50-59,CRITICO,133
06/01/2021,F,50-59,LIEVE,17467
06/01/2021,F,50-59,PAUCI-SINTOMATICO,9397
06/01/2021,F,50-59,SEVERO,1191
06/01/2021,F,60-69,ASINTOMATICO,24217
06/01/2021,F,60-69,CRITICO,278
06/01/2021,F,60-69,LIEVE,9826
06/01/2021,F,60-69,PAUCI-SINTOMATICO,5286
06/01/2021,F,60-69,SEVERO,1475
06/01/2021,F,70-79,ASINTOMATICO,17526
06/01/2021,F,70-79,CRITICO,332
06/01/2021,F,70-79,LIEVE,6698
06/01/2021,F,70-79,PAUCI-SINTOMATICO,3464
06/01/2021,F,70-79,SEVERO,2354
06/01/2021,F,80-89,ASINTOMATICO,16614
06/01/2021,F,80-89,CRITICO,212
06/01/2021,F,80-89,LIEVE,5231
06/01/2021,F,80-89,PAUCI-SINTOMATICO,2682
06/01/2021,F,80-89,SEVERO,3223
06/01/2021,F,>90,ASINTOMATICO,7995
06/01/2021,F,>90,CRITICO,34
06/01/2021,F,>90,LIEVE,1839
06/01/2021,F,>90,PAUCI-SINTOMATICO,978
06/01/2021,F,>90,SEVERO,1028
06/01/2021,F,Non noto,ASINTOMATICO,27
06/01/2021,F,Non noto,LIEVE,<5
06/01/2021,F,Non noto,PAUCI-SINTOMATICO,<5
06/01/2021,F,Non noto,SEVERO,<5
06/01/2021,M,0-9,ASINTOMATICO,11543
06/01/2021,M,0-9,CRITICO,<5
06/01/2021,M,0-9,LIEVE,2272
06/01/2021,M,0-9,PAUCI-SINTOMATICO,1219
06/01/2021,M,0-9,SEVERO,90
06/01/2021,M,10-19,ASINTOMATICO,22883
06/01/2021,M,10-19,CRITICO,8
06/01/2021,M,10-19,LIEVE,5601
06/01/2021,M,10-19,PAUCI-SINTOMATICO,3251
06/01/2021,M,10-19,SEVERO,81
06/01/2021,M,20-29,ASINTOMATICO,30186
06/01/2021,M,20-29,CRITICO,20
06/01/2021,M,20-29,LIEVE,9768
06/01/2021,M,20-29,PAUCI-SINTOMATICO,5192
06/01/2021,M,20-29,SEVERO,279
06/01/2021,M,30-39,ASINTOMATICO,28992
06/01/2021,M,30-39,CRITICO,51
06/01/2021,M,30-39,LIEVE,10416
06/01/2021,M,30-39,PAUCI-SINTOMATICO,5424
06/01/2021,M,30-39,SEVERO,531
06/01/2021,M,40-49,ASINTOMATICO,34162
06/01/2021,M,40-49,CRITICO,140
06/01/2021,M,40-49,LIEVE,13779
06/01/2021,M,40-49,PAUCI-SINTOMATICO,6539
06/01/2021,M,40-49,SEVERO,1050
06/01/2021,M,50-59,ASINTOMATICO,38957
06/01/2021,M,50-59,CRITICO,428
06/01/2021,M,50-59,LIEVE,15672
06/01/2021,M,50-59,PAUCI-SINTOMATICO,7698
06/01/2021,M,50-59,SEVERO,2257
06/01/2021,M,60-69,ASINTOMATICO,26118
06/01/2021,M,60-69,CRITICO,705
06/01/2021,M,60-69,LIEVE,10330
06/01/2021,M,60-69,PAUCI-SINTOMATICO,4944
06/01/2021,M,60-69,SEVERO,2783
06/01/2021,M,70-79,ASINTOMATICO,16466
06/01/2021,M,70-79,CRITICO,807
06/01/2021,M,70-79,LIEVE,6984
06/01/2021,M,70-79,PAUCI-SINTOMATICO,3091
06/01/2021,M,70-79,SEVERO,3408
06/01/2021,M,80-89,ASINTOMATICO,9354
06/01/2021,M,80-89,CRITICO,233
06/01/2021,M,80-89,LIEVE,3914
06/01/2021,M,80-89,PAUCI-SINTOMATICO,1698
06/01/2021,M,80-89,SEVERO,2890
06/01/2021,M,>90,ASINTOMATICO,1971
06/01/2021,M,>90,CRITICO,34
06/01/2021,M,>90,LIEVE,699
06/01/2021,M,>90,PAUCI-SINTOMATICO,303
06/01/2021,M,>90,SEVERO,551
06/01/2021,M,Non noto,ASINTOMATICO,26
06/01/2021,M,Non noto,LIEVE,<5
06/01/2021,M,Non noto,PAUCI-SINTOMATICO,<5
