iss_date,DATA_INIZIO_SINTOMI,CASI
05/03/2021,28/01/2020,20
05/03/2021,29/01/2020,23
05/03/2021,30/01/2020,31
05/03/2021,31/01/2020,34
05/03/2021,01/02/2020,63
05/03/2021,02/02/2020,45
05/03/2021,03/02/2020,27
05/03/2021,04/02/2020,27
05/03/2021,05/02/2020,33
05/03/2021,06/02/2020,29
05/03/2021,07/02/2020,20
05/03/2021,08/02/2020,21
05/03/2021,09/02/2020,21
05/03/2021,10/02/2020,72
05/03/2021,11/02/2020,33
05/03/2021,12/02/2020,58
05/03/2021,13/02/2020,54
05/03/2021,14/02/2020,70
05/03/2021,15/02/2020,154
05/03/2021,16/02/2020,92
05/03/2021,17/02/2020,146
05/03/2021,18/02/2020,169
05/03/2021,19/02/2020,144
05/03/2021,20/02/2020,410
05/03/2021,21/02/2020,319
05/03/2021,22/02/2020,402
05/03/2021,23/02/2020,518
05/03/2021,24/02/2020,689
05/03/2021,25/02/2020,834
05/03/2021,26/02/2020,749
05/03/2021,27/02/2020,898
05/03/2021,28/02/2020,1218
05/03/2021,29/02/2020,1082
05/03/2021,01/03/2020,2480
05/03/2021,02/03/2020,1952
05/03/2021,03/03/2020,2258
05/03/2021,04/03/2020,1945
05/03/2021,05/03/2020,2639
05/03/2021,06/03/2020,2980
05/03/2021,07/03/2020,3132
05/03/2021,08/03/2020,3675
05/03/2021,09/03/2020,4452
05/03/2021,10/03/2020,6171
05/03/2021,11/03/2020,4222
05/03/2021,12/03/2020,4799
05/03/2021,13/03/2020,5367
05/03/2021,14/03/2020,4721
05/03/2021,15/03/2020,5885
05/03/2021,16/03/2020,5340
05/03/2021,17/03/2020,4537
05/03/2021,18/03/2020,4836
05/03/2021,19/03/2020,4283
05/03/2021,20/03/2020,6150
05/03/2021,21/03/2020,3839
05/03/2021,22/03/2020,3775
05/03/2021,23/03/2020,4392
05/03/2021,24/03/2020,3582
05/03/2021,25/03/2020,3836
05/03/2021,26/03/2020,3319
05/03/2021,27/03/2020,3556
05/03/2021,28/03/2020,3172
05/03/2021,29/03/2020,2387
05/03/2021,30/03/2020,3673
05/03/2021,31/03/2020,2611
05/03/2021,01/04/2020,4093
05/03/2021,02/04/2020,2677
05/03/2021,03/04/2020,2726
05/03/2021,04/04/2020,2330
05/03/2021,05/04/2020,2050
05/03/2021,06/04/2020,2486
05/03/2021,07/04/2020,2260
05/03/2021,08/04/2020,2148
05/03/2021,09/04/2020,2035
05/03/2021,10/04/2020,2747
05/03/2021,11/04/2020,1626
05/03/2021,12/04/2020,1644
05/03/2021,13/04/2020,1524
05/03/2021,14/04/2020,1839
05/03/2021,15/04/2020,2159
05/03/2021,16/04/2020,1650
05/03/2021,17/04/2020,1619
05/03/2021,18/04/2020,1286
05/03/2021,19/04/2020,1021
05/03/2021,20/04/2020,1889
05/03/2021,21/04/2020,1198
05/03/2021,22/04/2020,1213
05/03/2021,23/04/2020,1248
05/03/2021,24/04/2020,1125
05/03/2021,25/04/2020,877
05/03/2021,26/04/2020,665
05/03/2021,27/04/2020,1121
05/03/2021,28/04/2020,877
05/03/2021,29/04/2020,918
05/03/2021,30/04/2020,855
05/03/2021,01/05/2020,691
05/03/2021,02/05/2020,510
05/03/2021,03/05/2020,406
05/03/2021,04/05/2020,652
05/03/2021,05/05/2020,622
05/03/2021,06/05/2020,561
05/03/2021,07/05/2020,488
05/03/2021,08/05/2020,513
05/03/2021,09/05/2020,295
05/03/2021,10/05/2020,341
05/03/2021,11/05/2020,433
05/03/2021,12/05/2020,453
05/03/2021,13/05/2020,385
05/03/2021,14/05/2020,328
05/03/2021,15/05/2020,345
05/03/2021,16/05/2020,237
05/03/2021,17/05/2020,191
05/03/2021,18/05/2020,311
05/03/2021,19/05/2020,254
05/03/2021,20/05/2020,293
05/03/2021,21/05/2020,227
05/03/2021,22/05/2020,194
05/03/2021,23/05/2020,131
05/03/2021,24/05/2020,97
05/03/2021,25/05/2020,231
05/03/2021,26/05/2020,178
05/03/2021,27/05/2020,210
05/03/2021,28/05/2020,161
05/03/2021,29/05/2020,145
05/03/2021,30/05/2020,121
05/03/2021,31/05/2020,64
05/03/2021,01/06/2020,174
05/03/2021,02/06/2020,69
05/03/2021,03/06/2020,134
05/03/2021,04/06/2020,126
05/03/2021,05/06/2020,166
05/03/2021,06/06/2020,96
05/03/2021,07/06/2020,75
05/03/2021,08/06/2020,135
05/03/2021,09/06/2020,123
05/03/2021,10/06/2020,126
05/03/2021,11/06/2020,103
05/03/2021,12/06/2020,126
05/03/2021,13/06/2020,74
05/03/2021,14/06/2020,88
05/03/2021,15/06/2020,120
05/03/2021,16/06/2020,101
05/03/2021,17/06/2020,96
05/03/2021,18/06/2020,91
05/03/2021,19/06/2020,90
05/03/2021,20/06/2020,65
05/03/2021,21/06/2020,61
05/03/2021,22/06/2020,94
05/03/2021,23/06/2020,75
05/03/2021,24/06/2020,99
05/03/2021,25/06/2020,93
05/03/2021,26/06/2020,101
05/03/2021,27/06/2020,79
05/03/2021,28/06/2020,59
05/03/2021,29/06/2020,104
05/03/2021,30/06/2020,75
05/03/2021,01/07/2020,119
05/03/2021,02/07/2020,93
05/03/2021,03/07/2020,80
05/03/2021,04/07/2020,82
05/03/2021,05/07/2020,66
05/03/2021,06/07/2020,104
05/03/2021,07/07/2020,106
05/03/2021,08/07/2020,108
05/03/2021,09/07/2020,85
05/03/2021,10/07/2020,114
05/03/2021,11/07/2020,86
05/03/2021,12/07/2020,76
05/03/2021,13/07/2020,108
05/03/2021,14/07/2020,121
05/03/2021,15/07/2020,105
05/03/2021,16/07/2020,93
05/03/2021,17/07/2020,108
05/03/2021,18/07/2020,99
05/03/2021,19/07/2020,91
05/03/2021,20/07/2020,146
05/03/2021,21/07/2020,126
