iss_date,SESSO,AGE_GROUP,STATO_CLINICO,CASI
07/06/2022,F,0-9,ASINTOMATICO,42567
07/06/2022,F,0-9,CRITICO,<5
07/06/2022,F,0-9,LIEVE,5665
07/06/2022,F,0-9,PAUCI-SINTOMATICO,9913
07/06/2022,F,0-9,SEVERO,77
07/06/2022,F,10-19,ASINTOMATICO,60120
07/06/2022,F,10-19,CRITICO,7
07/06/2022,F,10-19,LIEVE,7138
07/06/2022,F,10-19,PAUCI-SINTOMATICO,13928
07/06/2022,F,10-19,SEVERO,46
07/06/2022,F,20-29,ASINTOMATICO,54907
07/06/2022,F,20-29,CRITICO,9
07/06/2022,F,20-29,LIEVE,6375
07/06/2022,F,20-29,PAUCI-SINTOMATICO,12483
07/06/2022,F,20-29,SEVERO,98
07/06/2022,F,30-39,ASINTOMATICO,65914
07/06/2022,F,30-39,CRITICO,14
07/06/2022,F,30-39,LIEVE,8170
07/06/2022,F,30-39,PAUCI-SINTOMATICO,15493
07/06/2022,F,30-39,SEVERO,162
07/06/2022,F,40-49,ASINTOMATICO,74639
07/06/2022,F,40-49,CRITICO,28
07/06/2022,F,40-49,LIEVE,10315
07/06/2022,F,40-49,PAUCI-SINTOMATICO,18735
07/06/2022,F,40-49,SEVERO,140
07/06/2022,F,50-59,ASINTOMATICO,76002
07/06/2022,F,50-59,CRITICO,48
07/06/2022,F,50-59,LIEVE,10312
07/06/2022,F,50-59,PAUCI-SINTOMATICO,18344
07/06/2022,F,50-59,SEVERO,235
07/06/2022,F,60-69,ASINTOMATICO,49695
07/06/2022,F,60-69,CRITICO,83
07/06/2022,F,60-69,LIEVE,6285
07/06/2022,F,60-69,PAUCI-SINTOMATICO,10874
07/06/2022,F,60-69,SEVERO,370
07/06/2022,F,70-79,ASINTOMATICO,33156
07/06/2022,F,70-79,CRITICO,79
07/06/2022,F,70-79,LIEVE,4755
07/06/2022,F,70-79,PAUCI-SINTOMATICO,7206
07/06/2022,F,70-79,SEVERO,622
07/06/2022,F,80-89,ASINTOMATICO,22139
07/06/2022,F,80-89,CRITICO,74
07/06/2022,F,80-89,LIEVE,3566
07/06/2022,F,80-89,PAUCI-SINTOMATICO,4919
07/06/2022,F,80-89,SEVERO,969
07/06/2022,F,>90,ASINTOMATICO,7910
07/06/2022,F,>90,CRITICO,14
07/06/2022,F,>90,LIEVE,1290
07/06/2022,F,>90,PAUCI-SINTOMATICO,1717
07/06/2022,F,>90,SEVERO,413
07/06/2022,F,Non noto,ASINTOMATICO,14
07/06/2022,F,Non noto,CRITICO,<5
07/06/2022,F,Non noto,PAUCI-SINTOMATICO,<5
07/06/2022,M,0-9,ASINTOMATICO,46212
07/06/2022,M,0-9,CRITICO,11
07/06/2022,M,0-9,LIEVE,6084
07/06/2022,M,0-9,PAUCI-SINTOMATICO,10350
07/06/2022,M,0-9,SEVERO,104
07/06/2022,M,10-19,ASINTOMATICO,58880
07/06/2022,M,10-19,CRITICO,6
07/06/2022,M,10-19,LIEVE,6821
07/06/2022,M,10-19,PAUCI-SINTOMATICO,13132
07/06/2022,M,10-19,SEVERO,44
07/06/2022,M,20-29,ASINTOMATICO,49969
07/06/2022,M,20-29,CRITICO,7
07/06/2022,M,20-29,LIEVE,5384
07/06/2022,M,20-29,PAUCI-SINTOMATICO,10559
07/06/2022,M,20-29,SEVERO,47
07/06/2022,M,30-39,ASINTOMATICO,55880
07/06/2022,M,30-39,CRITICO,16
07/06/2022,M,30-39,LIEVE,6238
07/06/2022,M,30-39,PAUCI-SINTOMATICO,11761
07/06/2022,M,30-39,SEVERO,83
07/06/2022,M,40-49,ASINTOMATICO,62314
07/06/2022,M,40-49,CRITICO,38
07/06/2022,M,40-49,LIEVE,7771
07/06/2022,M,40-49,PAUCI-SINTOMATICO,14081
07/06/2022,M,40-49,SEVERO,199
07/06/2022,M,50-59,ASINTOMATICO,66493
07/06/2022,M,50-59,CRITICO,107
07/06/2022,M,50-59,LIEVE,8177
07/06/2022,M,50-59,PAUCI-SINTOMATICO,14660
07/06/2022,M,50-59,SEVERO,404
07/06/2022,M,60-69,ASINTOMATICO,44239
07/06/2022,M,60-69,CRITICO,139
07/06/2022,M,60-69,LIEVE,5544
07/06/2022,M,60-69,PAUCI-SINTOMATICO,8927
07/06/2022,M,60-69,SEVERO,548
07/06/2022,M,70-79,ASINTOMATICO,30406
07/06/2022,M,70-79,CRITICO,154
07/06/2022,M,70-79,LIEVE,4279
07/06/2022,M,70-79,PAUCI-SINTOMATICO,6256
07/06/2022,M,70-79,SEVERO,798
07/06/2022,M,80-89,ASINTOMATICO,16180
07/06/2022,M,80-89,CRITICO,95
07/06/2022,M,80-89,LIEVE,2872
07/06/2022,M,80-89,PAUCI-SINTOMATICO,3447
07/06/2022,M,80-89,SEVERO,922
07/06/2022,M,>90,ASINTOMATICO,3274
07/06/2022,M,>90,CRITICO,18
07/06/2022,M,>90,LIEVE,594
07/06/2022,M,>90,PAUCI-SINTOMATICO,678
07/06/2022,M,>90,SEVERO,265
07/06/2022,M,Non noto,ASINTOMATICO,24
07/06/2022,M,Non noto,LIEVE,<5
07/06/2022,M,Non noto,PAUCI-SINTOMATICO,<5
